Geneid	B1Z.sam	B2Z.sam	B3Z.sam	P1Z.sam	P2Z.sam	P3Z.sam
PA4971	2952	2412	1854	3652	4127	3515
PA4972	1202	1124	1227	1770	1830	1271
PA4973	889	675	599	1438	1519	1393
PA4974	2693	1726	1673	5847	5746	3675
PA4975	554	446	274	329	408	456
PA4976	591	636	387	382	395	528
PA4977	389	573	210	260	201	279
PA4978	695	666	373	306	274	345
PA4979	417	453	266	256	146	210
PA4980	227	394	142	97	80	81
PA4981	254	253	214	194	144	157
PA4982	394	228	210	287	262	339
PA4983	2583	1635	1112	889	1113	2076
PA4984	451	350	304	329	523	475
PA4985	78	95	147	209	274	307
PA4986	233	254	171	519	503	512
PA4987	281	210	211	696	659	584
PA4988	536	380	345	1055	1479	1222
PA4989	131	125	68	151	202	206
PA4990	130	158	115	296	207	181
PA4991	1678	1175	924	1820	2481	2173
PA4992	1014	752	645	1477	1592	1932
PA4993	2805	1705	1634	852	973	978
PA4994	510	317	260	184	238	200
PA4995	443	291	249	507	739	538
PA4996	7524	6048	5429	8240	10141	7564
PA4997	1902	1571	1800	4879	4891	3066
PA4998	730	626	492	1201	1092	789
PA4999	686	669	606	2313	1706	1141
PA5000	4090	4815	4997	5405	3854	5751
PA5001	2666	1992	2211	6193	5702	8242
PA5002	1686	1057	1174	4652	5231	4425
PA5003	1325	712	788	2580	3137	3063
PA5004	1837	1098	1087	4418	5406	4498
PA5005	4774	3666	3338	11444	12292	9873
PA5006	982	580	614	2201	2154	1807
PA5007	673	444	554	1543	1939	1762
PA5008	1318	822	768	2285	2329	1966
PA5009	349	253	216	1335	1368	884
PA5010	1601	1209	1259	4559	5194	4761
PA5011	1333	802	749	1859	2819	2595
PA5012	1995	1057	1210	2160	3740	4085
PA5013	8853	6986	6496	13283	10434	9203
PA5014	5435	4098	3718	4680	4851	5967
PA5015	7597	6420	6550	51229	55831	56344
PA5016	4025	2772	3127	14847	20824	23181
PA5017	1831	1400	1170	3255	2289	2431
PA5018	4421	3655	2492	2429	2255	2937
PA5019	1380	1181	908	1338	1627	1343
PA5020	568	653	427	916	805	694
PA5021	398	253	275	2249	1859	1836
PA5022	1576	1292	1265	4104	3454	3253
PA5023	1524	1431	1127	548	672	852
PA5024	409	457	294	312	395	396
PA5025	590	377	394	4997	4049	3845
PA5026	726	258	257	537	520	777
PA5027	1210	586	802	18710	11431	15719
PA5028	2642	1924	1778	2945	2263	2062
PA5029	311	221	191	758	899	1397
PA5030	160	247	293	545	509	477
PA5031	119	120	72	104	92	73
PA5032	89	77	66	81	102	72
PA5033	144	84	93	931	731	692
PA5034	1341	637	747	2549	2610	1797
PA5035	3406	2631	2213	2833	2645	3485
PA5036	5220	4130	3628	6060	5828	4285
PA5037	6222	5236	4628	8008	9789	9041
PA5038	2702	1998	1715	4341	4037	3143
PA5039	2016	1634	1187	3102	3077	2919
PA5040	8579	7117	6107	10828	10044	10459
PA5041	1427	1125	942	1570	1499	2042
PA5042	1273	879	824	1840	1408	1528
PA5043	1201	890	650	2218	1584	1977
PA5044	8286	8199	5423	6804	5639	11133
PA5045	3093	2644	2597	4807	3691	3606
PA5046	9353	5258	4794	21334	20466	15823
PA5047	1427	1189	1112	2420	2246	2012
PA5048	623	523	581	1328	2054	2093
PA5049	956	821	724	7649	4137	1578
PA5050	1234	829	836	1553	1874	1858
PA5051	3420	2196	2170	11313	12594	13220
PA5052	1858	1001	1265	1905	3504	3801
PA5053	9934	10761	7795	4398	3723	2788
PA5054	10030	11808	9837	14543	12511	10930
PA5055	936	1034	1002	1200	888	1220
PA5056	2544	2499	1884	1799	1069	1197
PA5057	1602	1299	916	484	490	402
PA5058	3306	1902	2180	503	390	468
PA5059	887	516	617	371	482	546
PA5060	28906	23495	18424	13302	10832	13872
PA5061	3176	2929	2545	2216	1352	2041
PA5062	361	318	289	763	601	572
PA5063	2032	1410	1316	2662	2453	1528
PA5064	727	596	514	1319	1290	1038
PA5065	1867	1011	1189	3229	3090	2921
PA5066	2591	2063	1500	2936	2847	2919
PA5067	1127	919	699	2017	1315	1215
PA5068	928	900	713	1320	781	926
PA5069	1718	1531	1372	1695	1474	2003
PA5070	750	523	631	1785	1216	884
PA5071	332	183	170	434	709	465
PA5072	118	119	91	172	223	206
PA5073	781	646	546	693	506	574
PA5074	580	340	328	1518	1728	1370
PA5075	425	272	280	1211	1551	1672
PA5076	1256	739	855	2197	1762	1517
PA5077	3425	3023	3408	10941	12013	10228
PA5078	3019	2525	2792	9532	9459	6820
PA5079	1214	781	754	893	929	1238
PA5080	2063	1433	1251	2113	2289	2081
PA5081	165	130	117	177	214	204
PA5082	296	198	173	328	242	261
PA5083	171	122	129	101	109	177
PA5084	190	126	108	132	223	183
PA5085	1043	1012	837	1462	1354	1726
PA5087	254	222	297	761	270	666
PA5088	226	238	253	561	192	373
PA5089	716	602	542	3035	1528	1738
PA5090	1237	1002	986	3881	2282	2542
PA5091	8056	6571	5663	10037	5687	6151
PA5092	7093	4585	4611	7909	6026	7470
PA5093	5080	3221	3650	6944	5090	5403
PA5094	4722	3122	3291	4314	2768	3290
PA5095	4125	2671	2627	3410	2110	2042
PA5096	11962	7131	7410	4952	3933	6090
PA5097	6544	4270	4381	5874	5147	5505
PA5098	11845	8295	10007	15906	15403	17055
PA5099	4991	3855	3776	5774	3959	2515
PA5100	56283	47509	50532	75498	63496	51595
PA5101	1209	943	865	253	250	235
PA5102	157	141	79	182	195	132
PA5103	2911	2016	2007	2273	3041	3560
PA5104	2871	1677	1328	2346	3245	3039
PA5105	6696	4732	3609	9062	8174	7686
PA5106	22311	17434	13251	22045	22573	24245
PA5107	2924	2374	1934	3029	3289	3031
PA5108	644	852	703	797	613	518
PA5109	1066	695	741	2965	3665	3247
PA5110	4154	3826	3776	13305	14686	11060
PA5111	929	1041	1175	1772	1390	1218
PA5112	4485	3464	3206	13356	12753	13909
PA5113	497	247	293	5780	7839	9334
PA5114	1938	1320	1081	7406	9665	8209
PA5115	100	67	61	205	214	262
PA5116	483	481	231	66	64	59
PA5117	1356	1141	1113	10331	11963	6721
PA5118	725	465	477	3289	3632	2169
PA5119	4141	3945	3385	23197	13672	9936
PA5120	101	58	68	338	391	231
PA5121	913	643	667	1784	1861	1540
PA5122	519	528	396	651	613	833
PA5123	334	233	214	629	534	600
PA5124	253	243	210	757	562	427
PA5125	740	615	506	1081	1325	1334
PA5126	1233	971	695	550	598	991
PA5127	217	141	126	518	510	413
PA5128	1481	1161	1497	15598	9420	5016
PA5129	256	145	209	1501	1253	330
PA5130	957	609	622	1140	1203	800
PA5131	2595	1995	2338	9573	8380	5797
PA5132	244	178	149	208	272	207
PA5133	978	679	844	2008	1514	1507
PA5134	3540	2632	2710	7132	6243	6447
PA5135	620	282	497	1267	1861	2074
PA5136	1239	411	535	5211	6941	6790
PA5137	291	171	136	749	657	718
PA5138	328	209	180	953	975	1000
PA5139	123	88	80	460	528	359
PA5140	466	350	350	2359	2287	1339
PA5141	927	606	577	2569	3048	2235
PA5142	1338	827	946	2707	3318	2334
PA5143	950	793	694	2527	2425	1240
PA5144	56	55	34	15	46	51
PA5145	1449	1433	1482	679	762	909
PA5146	2160	1669	1727	7027	7071	4650
PA5147	881	669	654	2883	3211	2820
PA5148	332	296	326	2140	1204	870
PA5149	1723	1108	1217	2585	3018	3836
PA5149.1	86	52	48	24	19	40
PA5150	1743	1147	809	719	717	456
PA5151	686	467	446	285	399	373
PA5152	2567	1899	1766	3380	2302	2724
PA5153	4902	3436	3183	14839	5839	5307
PA5154	804	382	411	1413	894	792
PA5155	543	314	325	1712	998	622
PA5156	152	156	122	454	515	405
PA5157	67	76	46	204	166	101
PA5158	239	215	165	309	376	350
PA5159	136	145	116	491	498	346
PA5160	284	329	261	444	398	392
PA5160.1	3	3	7	3	3	1
PA5161	4262	3756	2853	4536	4024	2774
PA5162	2843	1891	1765	3116	4278	3741
PA5163	3301	2403	2339	5778	5881	4797
PA5164	2512	1837	1515	2762	3132	2166
PA5165	946	651	625	2106	1841	1577
PA5166	1145	864	823	2424	2577	2576
PA5167	1074	897	828	2330	1302	749
PA5168	336	363	255	445	391	269
PA5169	719	480	466	802	598	386
PA5170	4281	1958	2255	126477	77963	117181
PA5171	6520	3485	5311	62784	45390	63042
PA5172	2796	2189	2591	30906	17787	17342
PA5173	4473	2546	3362	22412	18750	23894
PA5174	3923	3650	4174	7969	11641	10477
PA5175	1736	1276	1152	1634	2476	1835
PA5176	3341	3262	2386	1892	1905	2245
PA5177	1250	995	924	1265	1305	931
PA5178	29707	22175	21914	30792	28118	30166
PA5179	658	575	417	494	540	598
PA5180	1033	1063	1118	687	531	362
PA5181	4310	4347	4212	2411	1882	1509
PA5181.1	37	26	27	28	5	6
PA5182	600	560	797	1062	1410	721
PA5183	273	189	229	483	691	638
PA5183a	312	220	305	5947	2736	2993
PA5184	413	375	296	552	665	552
PA5185	177	154	106	174	208	140
PA5186	1089	1108	675	375	371	400
PA5187	380	405	297	367	417	374
PA5188	474	377	307	330	411	393
PA5189	348	258	193	508	703	887
PA5190	219	186	142	669	705	447
PA5191	370	445	397	498	256	291
PA5192	3400	2535	2881	17789	19140	12049
PA5193	1018	622	814	2319	2735	2350
PA5194	562	313	332	1529	1717	1254
PA5195	228	237	224	648	625	626
PA5196	273	197	162	560	523	383
PA5197	914	660	763	1210	1070	1130
PA5198	987	834	831	1827	1798	1795
PA5199	1859	1054	1144	2113	2164	2583
PA5200	11059	5557	4349	5932	5982	6237
PA5201	1531	814	974	7085	9655	6331
PA5202	115	41	53	382	677	522
PA5203	1467	1252	1185	2536	2641	1989
PA5204	1718	1049	1023	2070	2454	1810
PA5205	877	663	488	564	582	650
PA5206	3136	2436	1882	2583	2448	2679
PA5207	507	387	289	2836	2887	3109
PA5208	2241	1818	1310	11265	9487	13031
PA5209	2075	1935	1334	1236	1590	1059
PA5210	3682	2562	2320	2826	2278	2805
PA5211	356	393	215	203	260	291
PA5212	4512	7875	6407	5738	3963	3217
PA5213	2395	2027	1569	1288	1409	1107
PA5214	4896	3512	3881	9140	8159	6900
PA5215	3290	1756	2065	5044	6121	6144
PA5216	681	432	310	530	600	483
PA5217	3207	2188	1596	1717	1598	562
PA5218	685	500	426	416	556	742
PA5219	1265	1056	949	276	278	376
PA5220	4651	3750	3543	818	567	647
PA5221	2695	1740	1712	2301	2700	2454
PA5222	283	200	209	523	511	474
PA5223	3818	2344	2344	5605	6524	7725
PA5224	7123	5241	4218	8958	9082	9549
PA5225	1440	868	702	1010	1503	1174
PA5226	362	323	256	658	320	566
PA5227	634	560	509	1479	976	847
PA5227.1	4774	11112	5595	1011	1018	5947
PA5228	2951	2311	1940	3177	2739	2148
PA5229	1139	747	1029	1858	1475	2583
PA5230	1199	679	979	4712	3655	4536
PA5231	2835	1190	1869	16305	15509	19942
PA5232	3921	1892	2593	29583	24757	30647
PA5233	1358	959	1110	1302	1407	1680
PA5234	1394	1068	935	1002	1185	1252
PA5235	461	428	376	5752	6619	4579
PA5236	795	541	557	2417	2731	2630
PA5237	2658	1944	1574	5381	5290	4443
PA5238	484	374	312	322	315	335
PA5239	7759	6238	6041	17220	13600	7516
PA5240	6915	7892	5909	17194	16679	10014
PA5241	3307	2231	2456	6743	6661	4491
PA5242	7671	6290	5195	12689	10983	12636
PA5243	7309	6321	5100	10775	10009	10589
PA5244	964	599	624	1469	1673	1340
PA5245	1539	1739	1245	3438	3095	1787
PA5246	361	329	206	534	637	460
PA5247	2244	2027	1441	1099	1273	1689
PA5248	1196	922	972	1285	1621	1426
PA5249	874	768	562	723	732	547
PA5250	1180	999	880	2440	2484	1972
PA5251	763	697	673	1068	951	1021
PA5252	832	479	469	3059	3854	2557
PA5252a	2050	1572	1240	2312	1991	3383
PA5253	6934	7251	5448	14437	10370	8964
PA5254	567	407	394	582	649	637
PA5255	15236	18895	12412	9933	10909	11754
PA5256	1031	552	592	749	920	1090
PA5257	2845	1667	1765	4995	5319	5213
PA5258	2395	1825	1546	3009	3217	3845
PA5259	1338	860	882	859	832	1308
PA5260	3107	2072	1512	5989	5130	4792
PA5261	7047	5595	4893	6276	5822	5130
PA5262	1032	1024	857	1385	1021	920
PA5263	2849	2070	1943	4893	5536	3967
PA5264	552	521	588	836	680	758
PA5265	739	648	525	1019	675	789
PA5266	215	212	203	280	270	277
PA5267	223	222	226	338	163	168
PA5268	1020	529	644	1607	1315	1040
PA5269	762	749	465	1321	692	1085
PA5270	1232	1012	852	2768	2336	2500
PA5271	1413	1459	1053	717	363	310
PA5272	723	621	533	1268	1205	1186
PA5273	526	293	368	989	1185	1269
PA5274	3624	2522	2340	4458	4507	3215
PA5275	1156	1426	1075	664	532	578
PA5276	221	204	179	136	109	194
PA5277	5742	4240	3593	4954	7054	6070
PA5278	1003	754	670	2082	1919	1729
PA5279	2691	2603	2072	6373	5266	4843
PA5280	524	360	394	812	919	1028
PA5281	496	355	341	806	658	785
PA5282	188	181	118	136	144	241
PA5283	1395	1073	764	1363	1374	1213
PA5284	182	150	139	219	182	166
PA5285	1016	620	950	4886	3756	5869
PA5286	294	117	146	1108	999	662
PA5287	1176	1036	829	1322	1406	1359
PA5288	9263	10933	6269	10437	5826	6011
PA5289	1105	806	900	1136	942	736
PA5290	1284	1068	878	1490	1744	1968
PA5291	2156	1794	1624	7689	6898	4414
PA5292	692	575	571	880	804	714
PA5293	532	351	260	389	429	476
PA5294	149	130	96	135	159	194
PA5295	2168	1221	1237	2568	3060	3401
PA5296	688	491	525	3909	3323	1969
PA5297	545	473	352	1025	1037	861
PA5298	818	682	709	1941	1920	764
PA5299	1536	1283	1106	1201	1704	1440
PA5300	9624	7003	8105	11369	16905	16458
PA5301	4812	4856	4231	2698	3957	2733
PA5302	736	800	606	4545	5757	7766
PA5303	197	215	174	5226	3425	3360
PA5304	1900	2007	1410	23277	18921	25322
PA5305	499	485	415	1407	1330	1388
PA5306	346	364	253	863	481	351
PA5307	1620	1422	1232	2677	2576	2875
PA5308	583	669	502	1885	927	619
PA5309	817	766	676	1135	1589	1065
PA5310	815	530	515	800	825	832
PA5311	591	377	272	246	443	320
PA5312	29788	25287	18374	5793	10378	7573
PA5313	4100	3067	2387	779	1492	1100
PA5314	1310	1214	896	194	465	371
PA5315	342	162	218	1440	680	367
PA5316	1666	1118	1480	7725	4485	3031
PA5316.1	48	49	32	156	142	87
PA5317	2333	1828	1724	3794	3605	3882
PA5318	188	174	137	213	336	359
PA5319	1628	1469	1116	1502	1452	2055
PA5320	1310	632	612	2163	2670	1678
PA5321	2103	1413	1341	2373	2708	3646
PA5322	4687	4229	4574	14480	14610	11538
PA5323	2148	1928	1949	7805	7794	5053
PA5324	555	487	453	1100	958	1019
PA5325	142	177	128	116	136	202
PA5326	33	46	29	134	82	79
PA5327	125	124	96	144	136	155
PA5328	31	24	29	21	27	53
PA5329	352	258	201	365	328	289
PA5330	2132	1689	1348	2066	2276	2196
PA5331	2943	2025	1835	3257	3837	3274
PA5332	5357	4019	3058	7360	5996	5198
PA5333	1660	1301	1289	1740	2213	2452
PA5334	1820	1345	1182	2679	3208	2327
PA5335	1048	792	721	1246	1773	1503
PA5336	704	569	533	1657	1490	1475
PA5337	1305	923	893	3533	2887	1363
PA5338	5641	3812	3838	12145	11397	7561
PA5339	3658	4758	4306	11381	7762	6815
PA5340	2129	1384	1582	3137	3487	3467
PA5341	75	56	54	221	303	250
PA5342	315	158	113	560	929	621
PA5343	667	411	352	1034	1740	1415
PA5344	3003	2379	2179	4720	3849	3094
PA5345	3146	1999	2196	6881	7315	7735
PA5346	3571	2785	2565	9282	6447	8498
PA5347	786	504	444	557	390	308
PA5348	12756	11164	10894	7974	3400	2810
PA5349	1945	1392	1284	3397	3352	3784
PA5350	683	574	475	1053	875	1766
PA5351	228	193	214	561	445	1028
PA5352	156	83	69	20	33	23
PA5353	221	132	103	56	41	48
PA5354	214	119	99	25	37	48
PA5355	1500	794	656	323	318	355
PA5356	919	752	569	672	626	504
PA5357	841	488	437	705	893	684
PA5358	4136	3219	2300	1322	1608	1416
PA5359	2687	1814	1538	329	411	518
PA5360	299	320	218	1167	1016	729
PA5361	365	350	277	616	583	672
PA5362	2757	1870	2269	4574	4916	3925
PA5363	1738	1158	1158	1352	1583	1566
PA5364	1455	966	887	3678	2961	3246
PA5365	407	430	343	1532	1755	1125
PA5366	767	732	677	1848	2038	2062
PA5367	540	517	336	1126	1411	1363
PA5368	564	622	471	1438	1620	1014
PA5369	1301	1102	846	2826	3006	1900
PA5369.1	35	33	75	922	283	515
PA5369.2	12312	27344	54341	598343	22272	48564
PA5369.3	42	28	33	64	73	59
PA5369.4	269	200	197	404	267	600
PA5369.5	3360	9451	33200	357158	12362	19684
PA5370	895	607	504	1367	1508	1337
PA5371	1882	1408	1556	1794	2055	2131
PA5372	487	430	350	5623	5469	4050
PA5373	931	642	569	14704	12612	9706
PA5374	339	206	203	6785	4828	2556
PA5375	172	120	156	1590	1508	854
PA5376	820	695	821	1551	1391	960
PA5377	940	895	794	949	780	763
PA5378	2526	2309	2233	2070	1507	1286
PA5379	885	546	764	189	150	168
PA5380	2078	1962	1498	1641	1283	1080
PA5381	139	148	113	168	182	216
PA5382	106	80	69	354	337	447
PA5383	197	127	157	61	77	92
PA5384	18	14	10	7	11	2
PA5385	12	11	7	26	30	26
PA5386	38	45	17	47	45	48
PA5387	32	29	20	30	39	55
PA5388	184	132	82	71	93	89
PA5389	263	238	162	693	459	554
PA5390	180	101	77	207	305	289
PA5391	9	6	7	41	50	50
PA5392	41	27	21	73	70	103
PA5393	118	81	108	197	255	258
PA5394	1188	612	655	1138	1185	1169
PA5395	449	343	352	221	193	320
PA5396	1452	1435	1493	1232	712	773
PA5397	531	528	581	258	159	155
PA5398	1733	1864	2208	948	605	683
PA5399	845	749	962	448	322	429
PA5400	286	227	303	140	162	163
PA5401	302	253	308	135	118	167
PA5402	126	186	140	227	192	207
PA5403	43	29	19	95	46	68
PA5404	69	49	31	63	66	89
PA5405	49	49	40	69	71	114
PA5406	125	63	65	152	194	216
PA5407	155	114	81	188	295	159
PA5408	199	142	101	154	224	252
PA5409	800	636	574	1037	959	1435
PA5410	1027	946	1284	879	591	587
PA5411	252	226	204	548	475	541
PA5412	2218	1866	1319	4750	5653	6019
PA5413	1424	1040	1050	4209	4242	3088
PA5414	579	396	414	1309	1472	1323
PA5415	1281	1195	1617	723	478	565
PA5416	746	631	1011	471	282	208
PA5417	188	229	391	89	55	42
PA5418	2125	2053	2736	888	577	645
PA5419	417	394	550	127	107	138
PA5420	1270	1169	1456	356	274	365
PA5421	8264	6323	6085	478	356	338
PA5422	2191	2578	2282	2592	2500	2586
PA5423	1702	1409	1637	1365	1663	1907
PA5424	2716	2900	2772	611	676	1036
PA5425	920	541	540	2827	3946	3087
PA5426	985	363	430	1557	2097	1993
PA5427	2091	799	1570	19107	14456	23234
PA5428	584	508	388	2371	2406	2433
PA5429	4904	2581	5455	12142	19340	12190
PA5430	898	540	606	1127	1413	1590
PA5431	242	215	167	207	306	324
PA5432	58	80	54	125	101	107
PA5433	140	88	83	219	319	282
PA5434	332	288	242	643	702	475
PA5435	1674	1669	1633	19879	10295	10891
PA5436	1073	1055	1020	17294	8563	10922
PA5437	787	534	403	1007	958	920
PA5440a	163	92	104	346	277	161
PA5438	1691	1148	1146	2629	2575	2075
PA5439	821	837	642	1498	1272	1146
PA5440	526	360	256	5862	6610	7168
PA5441	1270	717	660	8204	10600	9903
PA5442	384	210	249	1028	890	839
PA5443	2643	2388	2197	8560	8658	8963
PA5444	1381	1527	901	487	502	526
PA5445	957	919	839	7156	6739	3837
PA5446	1656	5172	3930	6207	1366	2144
PA5447	1613	1689	1513	2422	1607	1559
PA5448	1025	445	549	854	728	1169
PA5449	1078	713	699	1532	1017	1154
PA5450	2764	1613	1668	1879	1510	2114
PA5451	1138	675	698	733	674	820
PA5452	3655	2241	2196	2255	1977	2959
PA5453	1533	1024	899	1511	1115	939
PA5454	2621	2028	1873	2097	1380	1615
PA5455	2493	1573	1447	4058	3392	3096
PA5456	1148	733	808	3216	2068	1920
PA5457	480	239	243	790	618	718
PA5458	329	293	326	822	597	623
PA5459	718	479	501	1398	914	1165
PA5460	1192	4051	3804	225	72	95
PA5461	1583	2018	1882	12982	6588	3160
PA5462	833	861	649	847	759	842
PA5463	402	494	408	1054	843	511
PA5464	1001	834	873	2589	3148	2387
PA5465	514	515	400	863	903	847
PA5466	199	136	119	230	342	246
PA5467	166	114	81	292	227	221
PA5468	255	270	249	309	287	287
PA5469	101	109	62	126	171	126
PA5470	116	98	84	208	327	338
PA5471	345	249	252	845	1125	605
PA5472	1453	830	821	1248	1711	2163
PA5473	1727	1458	1009	2749	1875	1786
PA5474	2328	1614	1652	5802	4719	6104
PA5475	3595	1092	1512	18945	13267	20634
PA5476	473	599	444	367	371	376
PA5477	328	258	335	557	553	599
PA5478	1967	1095	981	1110	1709	2408
PA5479	1381	736	790	6005	6455	2479
PA5481	7359	1027	747	548	753	466
PA5482	2846	529	343	198	164	127
PA5483	1708	1386	1268	2365	2827	1887
PA5484	846	835	869	2554	2924	2303
PA5485	726	557	528	1165	1279	1130
PA5486	425	366	308	438	409	487
PA5487	3225	2256	2219	4396	4548	4632
PA5488	3911	2734	2696	4408	4541	4912
PA5489	7891	6608	5814	8466	7056	7144
PA5490	5423	3350	3757	13674	16059	9315
PA5491	2004	1220	1434	2991	2686	1468
PA5492	2971	2477	2221	4235	3728	3533
PA5493	4700	3833	3213	6882	7337	6288
PA5494	1190	1336	784	6414	3048	5523
PA5495	3456	2198	1835	7949	9338	11767
PA5496	3023	1813	1676	1982	2064	2582
PA5497	9006	5718	4894	10491	9009	11460
PA5498	1999	1603	1312	1055	1255	1314
PA5499	3423	3040	2153	1811	1641	1426
PA5500	1343	1216	911	1275	1222	908
PA5501	836	632	578	674	842	715
PA5502	1132	792	854	903	1147	801
PA5503	617	457	412	1729	1853	1291
PA5504	470	307	353	2440	2257	1720
PA5505	1960	1545	1734	6745	4797	4322
PA5506	254	220	322	4409	2597	2713
PA5507	306	324	422	6527	4605	6238
PA5508	566	460	652	7799	7556	8593
PA5509	324	350	332	2633	2620	3379
PA5510	279	224	272	3044	2395	2089
PA5511	536	303	334	1235	1521	1101
PA5512	399	264	263	709	1060	936
PA5513	307	268	204	567	643	520
PA5514	343	254	238	448	407	237
PA5515	1527	1097	1001	723	961	631
PA5516	777	491	455	1289	1648	1121
PA5517	123	69	85	353	354	275
PA5518	481	383	245	1341	1546	1279
PA5519	550	529	381	622	501	428
PA5520	1251	915	891	676	754	955
PA5521	2794	2994	2458	1673	2300	2118
PA5522	1078	1003	815	538	957	838
PA5523	2499	2839	1806	1338	2219	1556
PA5524	677	836	508	688	847	743
PA5525	1486	1610	1391	1138	1356	1646
PA5526	1051	1322	1314	920	623	597
PA5527	4790	3346	3065	1388	1721	1846
PA5528	7104	3547	3730	10406	9815	5067
PA5529	1519	934	764	3422	2694	2490
PA5530	223	199	150	555	434	234
PA5531	7985	7244	5732	1131	904	999
PA5533	524	469	424	854	900	550
PA5534	129	123	87	140	200	173
PA5535	273	212	144	263	260	281
PA5536	21	24	12	37	28	19
PA5537	507	532	348	279	232	282
PA5538	220	208	169	143	221	175
PA5539	73	62	51	35	56	40
PA5540	44	83	36	64	47	46
PA5541	217	178	121	190	204	207
PA5542	764	454	325	561	473	435
PA5543	210	83	108	57	60	95
PA5544	1338	918	826	712	530	687
PA5545	1864	1612	1226	1578	959	817
PA5546	5885	5655	4505	2986	2314	2606
PA5547	503	620	454	1218	691	883
PA5548	376	415	348	937	1218	1385
PA5549	1653	1283	1308	4638	6596	5264
PA5550	385	251	201	606	684	461
PA5551	798	815	585	1179	1247	1550
