Geneid	B1P.sam	B2P.sam	B3P.sam	P1P.sam	P2P.sam	P3P.sam
PA3596	211	125	156	98	106	58
PA3597	311	151	199	232	274	124
PA3598	558	172	325	227	328	120
PA3599	1337	333	582	524	500	341
PA3600	82	15	19	11	13	12
PA3601	609	216	201	121	150	77
PA3602	1099	615	761	4093	4050	1896
PA3603	397	239	282	986	635	320
PA3604	1046	368	689	1318	1518	560
PA3605	338	160	211	826	674	499
PA3606	397	149	250	943	837	307
PA3607	347	191	270	676	414	347
PA3608	69	41	51	525	330	182
PA3609	22	20	22	452	174	179
PA3610	159	38	80	1389	1043	721
PA3611	605	588	694	1551	1656	801
PA3612	361	200	306	1081	1374	381
PA3613	2833	803	1539	11837	26661	6668
PA3614	1780	1130	1541	5202	9245	3872
PA3615	2190	1041	1666	2157	4704	1346
PA3616	929	301	506	652	1048	448
PA3617	19382	4356	8051	10902	15569	4969
PA3618	1750	726	1161	761	1431	582
PA3619	1902	1071	1339	720	1054	360
PA3620	3615	1673	2202	8357	8741	3995
PA3621	967	506	660	3147	3356	2040
PA3621.1	362	484	421	1697	614	2241
PA3622	35469	29088	27835	9375	6885	5823
PA3623	25448	30951	25968	6074	6280	2911
PA3624	3621	2153	2839	5413	5709	2505
PA3625	1292	710	1014	2878	3252	1277
PA3626	1774	710	1221	2748	2591	1714
PA3627	859	544	620	1015	909	513
PA3628	5122	2145	3915	1616	2264	923
PA3629	8754	3407	7718	4699	7331	2356
PA3630	350	108	187	327	514	218
PA3631	633	282	451	2469	2835	1289
PA3632	204	128	157	692	1630	208
PA3633	556	214	371	1414	1769	875
PA3634	435	258	350	1153	1043	749
PA3635	9266	4771	6898	21651	17621	11528
PA3636	3717	1934	2610	6801	5367	3980
PA3637	7135	3485	4292	12672	7820	5698
PA3638	636	245	411	1211	1295	715
PA3639	2850	1703	2419	10830	8930	4787
PA3640	7264	3004	4546	19585	17174	11317
PA3641	1223	614	814	17926	10256	6910
PA3642	637	272	497	3308	3365	1341
PA3643	1186	436	1045	4854	7016	1674
PA3644	1942	1200	1696	8994	10124	3970
PA3645	912	683	808	2710	3126	1762
PA3646	4227	1910	2749	16260	13633	7307
PA3647	1132	847	804	5857	4004	3975
PA3648	5679	3144	4291	18440	14712	9287
PA3649	4747	2438	3500	4434	5622	2299
PA3650	1647	664	1032	5590	4292	3029
PA3651	1007	287	684	2471	2464	1031
PA3652	1394	506	792	4032	5105	2227
PA3653	3874	1172	2274	11195	12554	6313
PA3654	952	477	556	5429	3319	3487
PA3655	6578	2471	3664	51821	40153	33022
PA3656	12925	5807	7271	90846	77186	56523
PA3657	3717	2340	2653	5895	4808	2773
PA3658	2709	1197	1758	3392	4317	1277
PA3659	1298	705	1059	2371	2762	1043
PA3660	653	311	485	2004	2378	973
PA3661	56	31	70	147	166	49
PA3662	251	153	187	761	782	1027
PA3663	502	156	278	409	683	265
PA3664	326	133	194	482	571	410
PA3665	775	327	465	570	752	345
PA3666	1592	919	1490	7248	5663	2591
PA3667	1240	794	1244	1812	2098	598
PA3668	172	94	103	278	206	170
PA3669	444	197	287	445	297	276
PA3670	289	91	153	872	545	517
PA3671	128	70	84	425	205	195
PA3672	368	102	203	486	475	261
PA3673	1686	917	1151	4399	3219	1673
PA3674	883	688	832	2099	2375	887
PA3675	900	372	554	2465	2570	882
PA3676	848	390	595	5469	9737	3400
PA3677	507	263	378	1601	4421	1290
PA3678	1359	620	1280	3997	7769	1938
PA3679	992	240	594	1450	2880	697
PA3680	538	227	295	424	802	297
PA3681	388	188	297	303	321	142
PA3682	628	249	391	336	479	116
PA3683	494	343	443	1491	2235	648
PA3684	328	215	259	186	464	206
PA3685	1282	533	805	769	1645	770
PA3686	6107	2653	3688	10797	10850	4553
PA3687	6072	2624	4441	3097	4501	2017
PA3688	2829	1674	2083	253	367	121
PA3689	2940	1415	1937	850	1429	448
PA3690	2572	3980	7665	2408	2129	1373
PA3691	6671	3602	5134	1152	1456	1148
PA3692	12149	8807	10028	2948	3299	1373
PA3693	748	250	401	734	772	496
PA3694	440	171	229	453	620	215
PA3695	730	364	544	1225	1237	623
PA3696	463	184	339	680	826	371
PA3697	1630	791	1194	2319	2319	1031
PA3698	1106	461	726	794	957	466
PA3699	770	361	557	713	740	423
PA3700	1113	974	1175	13052	7907	6215
PA3701	5451	2598	3315	10223	9099	4330
PA3702	901	515	728	2045	1694	1126
PA3703	1846	880	1280	2172	2087	1269
PA3704	1631	568	1091	3045	2728	1669
PA3705	420	160	290	511	899	415
PA3706	1571	569	1160	1745	2371	701
PA3707	1072	380	654	1347	1200	460
PA3708	3838	1784	2294	6492	6575	3113
PA3709	1141	470	755	695	960	401
PA3710	1251	553	850	410	594	259
PA3711	1966	478	925	665	682	319
PA3712	5889	1810	2922	478	1048	634
PA3713	353	160	280	868	635	596
PA3714	63	40	67	130	120	62
PA3715	360	155	260	1166	867	582
PA3716	1417	604	813	9934	4554	4460
PA3717	296	137	140	534	488	262
PA3718	230	93	115	296	328	141
PA3719	77	41	67	67	73	23
PA3720	453	213	458	257	574	118
PA3721	504	239	355	705	974	315
PA3722	618	201	389	286	526	144
PA3723	7035	3248	4478	505	663	313
PA3724	78478	39685	69139	719	514	429
PA3725	1805	592	907	2438	2627	1236
PA3726	1714	457	752	1674	2154	489
PA3727	137	43	85	798	641	478
PA3728	892	342	594	7954	8046	4586
PA3729	945	272	543	8128	7935	6587
PA3730	103	53	63	572	605	548
PA3731	981	415	964	4845	4041	3006
PA3732	2331	1025	2231	4082	4934	1943
PA3733	3005	1102	2026	1244	1956	626
PA3733a	1174	900	1209	330	567	171
PA3734	853	1143	1019	217	254	144
PA3735	1875	948	1313	4863	4398	2749
PA3736	5130	1885	3007	8366	8987	3776
PA3737	12211	3861	7155	7583	11370	3041
PA3738	634	336	378	952	840	432
PA3739	1198	551	904	823	838	444
PA3740	969	618	821	224	269	147
PA3741	273	94	173	593	792	199
PA3742	2764	1170	1728	16449	21545	8874
PA3743	11524	3094	5489	27812	30166	16285
PA3744	11937	5089	5788	30961	25697	13414
PA3745	2723	1185	1453	5861	5782	3598
PA3746	3778	1362	2033	8443	8483	5011
PA3747	1006	581	876	2110	2249	545
PA3748	564	358	472	1725	1613	900
PA3749	210	127	171	371	616	153
PA3750	218	156	240	132	519	314
PA3751	2442	1081	1689	3705	5208	1563
PA3752	218	115	182	160	226	90
PA3753	1637	984	1170	2284	3451	1218
PA3754	2013	1157	1552	1858	2185	869
PA3755	740	503	553	910	1118	590
PA3756	578	416	538	1210	1075	752
PA3757	195	146	182	305	210	114
PA3758	255	145	158	332	326	131
PA3759	220	125	160	227	232	134
PA3760	564	185	287	496	518	338
PA3761	468	219	302	413	472	217
PA3762	1021	370	580	463	511	315
PA3763	9012	3605	5372	19933	17711	9905
PA3764	837	317	527	1969	1660	1080
PA3765	170	58	95	64	169	164
PA3766	947	247	404	1017	1399	465
PA3767	1311	504	606	897	1332	481
PA3768	3394	812	1276	3360	4615	1870
PA3769	4283	1633	2315	20346	19731	9823
PA3770	4769	1766	2474	16194	14306	10580
PA3771	474	242	369	249	414	132
PA3772	115	52	85	63	84	171
PA3773	27	21	28	25	39	13
PA3774	16	9	18	36	21	16
PA3775	80	37	65	90	104	55
PA3776	46	16	23	118	72	57
PA3777	1193	406	720	1201	1487	501
PA3778	352	168	181	656	779	244
PA3779	302	306	331	590	340	325
PA3780	58	40	55	82	60	45
PA3781	96	70	112	310	274	219
PA3782	793	343	483	658	588	264
PA3783	1378	552	990	287	390	269
PA3784	2882	1279	2152	364	631	200
PA3785	8315	5772	8178	761	1266	322
PA3786	3936	3526	3512	1475	1355	563
PA3787	1608	628	1048	1177	1000	574
PA3788	671	394	491	152	280	124
PA3789	1771	504	986	734	955	496
PA3790	8183	2525	4225	3818	4319	2303
PA3791	5160	2438	3055	729	897	384
PA3792	4100	2742	3642	6853	6577	3163
PA3793	194	156	160	1297	817	902
PA3794	335	180	247	611	680	285
PA3795	2586	1373	1773	1406	1593	781
PA3796	789	477	645	670	745	819
PA3797	1385	515	872	1554	1691	861
PA3798	1367	490	808	2218	2578	984
PA3799	2966	1413	2063	7062	9738	3978
PA3800	4905	1776	3097	17955	18408	9361
PA3801	1845	659	1018	5208	5608	3683
PA3802	2612	993	1567	9252	8450	5036
PA3803	3088	1245	1845	10033	8679	5109
PA3804	1833	755	1202	4742	4875	2774
PA3805	1761	592	917	4246	3491	2616
PA3806	6469	2220	3668	12610	12207	5951
PA3807	4871	2597	3002	18578	12429	9724
PA3808	4184	1675	2227	1665	2413	990
PA3809	1536	652	829	1694	1583	1269
PA3810	8639	3070	5385	7247	9002	3728
PA3811	4613	2032	3365	3699	3495	2229
PA3812	6099	2553	3781	2423	3159	1409
PA3813	3648	2692	3280	2412	2709	1719
PA3814	30477	15206	22323	12838	10563	5795
PA3815	9521	3435	4430	1244	1025	753
PA3816	2834	1141	1648	3662	3221	1841
PA3817	1548	624	810	1385	1621	938
PA3818	2859	1165	1459	3352	3336	1306
PA3819	14148	9404	11970	4850	10242	3002
PA3820	2043	858	1177	12239	7483	6243
PA3821	5771	2054	2965	19544	19484	8537
PA3822	8368	2620	3579	5444	9909	3643
PA3823	1147	456	588	6533	5045	3143
PA3824	1020	296	428	2597	2326	1090
PA3824.1	47	32	29	53	67	54
PA3825	780	375	486	504	521	256
PA3826	494	147	260	562	555	228
PA3827	1538	572	825	2031	2277	852
PA3828	2644	1118	1613	3340	3484	1344
PA3829	323	94	204	204	342	113
PA3830	958	338	682	691	1174	390
PA3831	4679	2180	2984	8193	7497	4440
PA3832	551	202	301	490	600	450
PA3833	609	627	686	620	674	426
PA3834	6358	3261	4415	19683	17217	10067
PA3835	449	164	308	237	322	119
PA3836	3648	1625	2350	4624	3904	2294
PA3837	731	373	566	1087	1060	681
PA3838	831	473	625	1387	1721	838
PA3839	486	237	333	5624	9146	3442
PA3840	475	136	321	1427	3197	600
PA3841	953	379	662	1652	2092	1147
PA3842	620	304	433	486	469	181
PA3844	4371	2689	3924	352	422	176
PA3845	864	355	523	564	869	257
PA3846	2252	642	1201	463	817	435
PA3847	930	396	716	574	534	195
PA3848	1083	631	839	1213	1156	441
PA3849	1364	750	921	2926	2362	1545
PA3850	921	366	578	1701	2221	1105
PA3851	1648	682	1221	1396	1562	837
PA3852	2834	1022	1577	1655	1763	687
PA3853	672	204	366	553	917	256
PA3854	895	255	438	501	913	181
PA3855	1436	584	1022	890	1109	394
PA3856	1304	631	965	941	1605	357
PA3857	2208	1410	2012	1954	2148	872
PA3858	5365	1862	3408	1068	1415	515
PA3859	1321	539	943	4945	7980	1376
PA3860	2915	1033	2001	1459	1740	643
PA3861	3056	1758	2477	9706	7581	3816
PA3862	582	221	280	505	830	320
PA3863	318	140	256	348	668	265
PA3864	419	122	252	742	627	332
PA3865	1467	643	755	1002	1200	589
PA3865a	177	92	190	275	52	174
PA3866	541	330	485	845	408	399
PA3867	524	119	333	258	421	143
PA3868	115	80	100	174	206	108
PA3869	78	46	65	149	67	100
PA3870	384	114	169	140	132	79
PA3871	366	106	114	82	81	46
PA3872	346	68	103	55	79	34
PA3873	339	85	70	111	48	48
PA3874	1032	229	312	339	281	211
PA3875	2730	861	870	1339	1672	804
PA3876	526	234	217	570	742	295
PA3877	747	361	366	1861	2251	748
PA3878	1154	502	788	3146	4127	1604
PA3879	1115	324	753	5164	8889	3340
PA3880	1675	535	743	6009	5068	2206
PA3881	513	268	348	953	945	379
PA3882	800	389	564	857	1076	384
PA3883	559	203	286	579	740	192
PA3884	13	6	18	11	38	20
PA3885	112	78	129	159	208	47
PA3886	536	276	435	913	904	464
PA3886a	151	92	122	152	237	83
PA3887	750	338	475	3090	2951	991
PA3888	304	145	236	425	548	157
PA3889	269	125	166	329	412	168
PA3890	245	107	163	354	438	124
PA3891	525	174	334	654	864	317
PA3892	88	50	44	618	709	329
PA3893	196	80	139	965	968	420
PA3894	154	50	121	464	547	271
PA3895	764	414	584	1052	1295	420
PA3896	1297	640	776	1426	1364	602
PA3897	540	182	352	177	241	90
PA3898	1330	552	907	531	938	130
PA3899	1481	445	627	122	172	34
PA3900	164	67	107	49	63	32
PA3901	1202	400	714	1800	2653	851
PA3902	1539	964	1454	685	1239	501
PA3903	1629	934	1209	8059	5405	3607
PA3904	900	377	435	510	800	174
PA3905	467	99	175	542	663	284
PA3906	243	34	66	697	502	306
PA3907	431	123	190	981	1047	756
PA3908	580	144	248	1782	1476	640
PA3909	334	157	208	240	225	136
PA3910	299	55	132	134	278	109
PA3911	1077	170	252	728	1258	283
PA3912	793	117	161	775	1403	296
PA3913	1203	228	344	1140	1380	485
PA3914	305	75	56	103	118	127
PA3915	1426	523	460	489	1013	183
PA3916	531	201	262	617	637	494
PA3917	278	123	143	401	550	233
PA3918	514	206	387	1228	1183	731
PA3919	2835	1515	2513	2446	4148	2285
PA3920	1829	732	1222	386	882	245
PA3921	3392	1842	2865	755	834	406
PA3922	7409	4331	5623	254	240	171
PA3923	10455	6182	9464	559	579	360
PA3924	5872	3075	4773	389	407	202
PA3925	678	258	393	842	719	648
PA3926	123	45	96	145	146	86
PA3927	247	134	160	498	515	281
PA3928	1105	635	628	109	159	99
PA3929	5310	2466	3294	700	793	374
PA3930	11049	5150	7555	480	863	293
PA3931	197	205	281	687	516	384
PA3932	374	229	317	266	378	163
PA3933	1596	592	1015	4125	6596	1190
PA3934	1815	884	1133	1859	1838	971
PA3935	129	75	105	162	335	111
PA3936	111	52	64	100	133	62
PA3937	15	22	24	81	93	37
PA3938	125	77	141	279	418	123
PA3939	120	53	86	361	525	173
PA3940	1382	888	1367	16266	8591	7308
PA3941	168	59	151	516	822	376
PA3942	441	192	323	2037	1807	998
PA3943	1012	441	694	810	1212	498
PA3944	910	483	688	940	995	408
PA3945	6368	2879	4853	1099	1656	500
PA3946	418	205	306	602	716	301
PA3947	426	275	392	503	721	294
PA3948	620	284	411	1494	1652	901
PA3949	1436	640	934	1773	2338	676
PA3950	1643	468	976	2963	3238	1329
PA3951	781	180	307	497	713	267
PA3952	2182	645	1031	269	295	396
PA3953	61	82	72	71	91	63
PA3954	146	71	117	216	207	78
PA3955	475	215	290	497	531	245
PA3956	358	220	332	148	304	126
PA3957	1274	737	912	230	338	106
PA3958	1896	745	991	1123	1207	416
PA3959	214	107	171	123	265	87
PA3960	154	46	95	185	213	80
PA3961	2002	841	1394	1586	2644	1099
PA3962	955	637	915	1286	959	394
PA3963	490	322	462	463	593	131
PA3963a	266	113	168	69	141	62
PA3965	137	127	148	674	302	287
PA3966	2192	1383	1776	1823	4468	837
PA3967	151	81	110	1142	993	519
PA3968	550	246	309	1212	919	449
PA3969	1166	721	965	873	1270	411
PA3969a	777	227	533	590	948	260
PA3970	3043	1743	2359	3718	4702	1583
PA3971	779	216	537	238	352	159
PA3972	3414	1358	2863	2268	3284	1184
PA3973	623	459	550	427	846	632
PA3974	2857	1131	2033	2275	3090	1118
PA3975	2471	1169	1615	1797	1992	535
PA3976	588	438	507	627	1229	544
PA3977	2535	1378	1997	6717	5141	3141
PA3978	2887	1246	2359	3553	7041	1865
PA3979	457	284	218	940	820	481
PA3980	1714	899	1145	4572	2778	1896
PA3981	2319	1841	2561	14433	11335	5960
PA3982	965	643	987	7791	5182	3157
PA3983	1063	787	970	5729	6007	2922
PA3984	1030	425	730	2405	2391	1113
PA3985	749	264	472	507	771	246
PA3986	1257	1259	1411	194	290	185
PA3987	9402	4292	6387	23655	21446	11494
PA3988	3561	1212	2422	4458	7576	3541
PA3989	1892	757	1383	3835	4237	1608
PA3990	56	13	30	75	108	28
PA3992	4636	2147	3425	3304	5226	1476
PA3993	688	295	485	811	915	436
PA3994	136	56	96	94	106	69
PA3995	982	404	647	368	530	244
PA3996	5193	2685	4057	10216	10985	4277
PA3997	1492	639	1017	2924	2981	1296
PA3998	2388	1429	1821	2424	4662	1719
PA3999	3972	2064	3340	17351	14467	8666
PA4000	3293	1496	2273	6446	7644	3741
PA4001	2802	1115	1937	5370	6795	2249
PA4002	1607	768	1037	2221	2522	1062
PA4003	1752	870	1165	6872	6826	2931
PA4004	836	302	480	2418	1915	869
PA4005	486	339	313	1426	1255	1174
PA4006	1453	548	748	2053	2131	1142
PA4007	2144	905	1215	5460	3519	2778
PA4008	263	141	192	138	230	76
PA4009	698	304	484	272	509	183
PA4010	2562	1250	1964	2714	4109	821
PA4011	1377	601	1011	2721	2840	743
PA4012	1736	990	1302	1681	2000	765
PA4013	577	256	347	696	726	311
PA4014	178	113	127	215	175	109
PA4015	1875	973	1585	994	767	432
PA4016	1356	608	842	1061	1400	553
PA4017	2161	837	1449	731	1358	419
PA4018	553	141	269	297	359	133
PA4019	1021	367	706	724	1043	403
PA4020	2968	1173	2036	3291	3886	1205
PA4021	1961	912	1530	2178	2436	1206
PA4022	4659	3123	4213	1865	979	658
PA4023	573	229	396	290	228	121
PA4024	813	582	743	605	467	299
PA4025	732	409	635	278	344	155
PA4026	344	330	344	1661	812	930
PA4027	730	439	561	330	616	219
PA4027a	248	123	173	115	263	115
PA4029	520	294	279	1090	574	310
PA4030	565	193	284	1298	967	565
PA4031	2776	1471	1659	13560	6745	5826
PA4032	1107	503	743	1647	1577	1049
PA4033	57	18	85	80	115	49
PA4034	104	23	59	154	138	70
PA4035	1054	423	720	1349	1833	789
PA4036	558	195	362	1053	1403	507
PA4037	163	86	91	94	71	50
PA4038	83	39	58	90	111	68
PA4039	191	84	107	242	228	133
PA4040	725	276	476	360	578	267
PA4041	720	420	512	201	276	121
PA4042	669	382	497	586	1214	244
PA4043	924	355	605	1391	1697	1092
PA4044	4116	2030	2957	9438	10773	4493
PA4045	680	228	365	1234	1534	489
PA4046	204	103	138	869	531	313
PA4047	1903	906	1004	2537	2730	831
PA4048	592	265	447	963	983	462
PA4049	1048	450	768	1085	1495	469
PA4050	403	175	274	591	674	211
PA4051	345	243	292	760	1229	1040
PA4052	2512	700	1448	3857	4673	1392
PA4053	4356	1650	2906	4036	7400	1575
PA4054	2879	1182	1700	3530	3498	2272
PA4055	1574	590	853	2453	1759	1152
PA4056	2186	853	1262	1681	2931	1596
PA4057	647	248	399	1040	994	427
PA4060	115	44	62	204	179	136
PA4061	12488	2965	4099	6808	3249	3668
PA4062	539	112	192	104	159	129
PA4063	717	332	569	618	656	236
PA4064	243	138	247	167	340	80
PA4065	549	262	363	459	682	211
PA4066	329	259	325	268	459	152
PA4067	7133	3058	4924	68295	130199	39420
PA4068	1171	735	882	3584	4804	2319
PA4069	1760	809	1285	3681	3782	1471
PA4070	439	162	354	285	334	200
PA4071	76	21	43	25	22	28
PA4072	333	159	214	353	547	251
PA4073	248	97	141	156	175	103
PA4074	262	160	186	227	201	66
PA4075	1452	449	767	524	619	367
PA4076	309	178	229	431	627	225
PA4077	176	87	108	357	221	160
PA4078	1464	757	1139	283	336	193
PA4079	2062	972	1250	1380	1993	836
PA4080	363	124	181	495	536	312
PA4081	102	62	103	132	142	81
PA4082	317	155	219	380	512	233
PA4083	24	14	11	30	50	35
PA4084	979	399	692	183	313	147
PA4085	30	19	24	29	27	32
PA4086	82	52	101	114	135	80
PA4087	47	29	34	32	24	15
PA4088	45	22	34	30	45	9
PA4089	111	49	62	26	48	37
PA4090	1077	810	559	936	392	507
PA4091	488	300	416	331	373	185
PA4092	140	64	80	87	64	25
PA4093	145	78	98	91	146	24
PA4094	448	264	369	657	695	422
PA4095	11	8	9	31	19	11
PA4096	32	16	13	27	20	17
PA4097	10	10	11	32	36	24
PA4098	43	21	43	49	53	28
PA4099	96	62	90	65	95	49
PA4100	216	127	156	155	225	107
PA4101	298	113	200	365	339	256
PA4102	248	135	197	208	305	176
PA4103	115	27	69	70	124	38
PA4104	45	21	33	120	72	86
PA4105	11	4	11	20	26	30
PA4106	41	37	30	54	43	46
PA4107	269	43	63	34	73	17
PA4108	2427	1029	1532	1139	1703	666
PA4108a	410	259	348	316	542	161
PA4109	522	275	428	730	799	304
PA4110	608	256	463	286	325	155
PA4111	986	560	776	410	889	196
PA4112	3873	1616	2512	1336	1862	802
PA4113	364	149	233	702	1059	350
PA4114	1147	520	741	1171	1119	580
PA4115	1522	745	1309	5303	7006	2721
PA4116	933	477	857	553	1485	329
PA4117	4490	2223	3480	4410	6564	1861
PA4118	702	340	442	1410	1293	381
PA4119	367	129	191	437	492	259
PA4120	107	53	64	76	104	52
PA4121	36	15	25	55	46	26
PA4122	111	69	71	97	108	56
PA4123	188	86	121	244	232	176
PA4124	223	96	181	272	292	103
PA4125	90	43	62	101	108	38
PA4126	253	120	173	127	220	79
PA4127	472	132	216	149	206	78
PA4128	2191	611	1242	139	565	210
PA4129	4710	1574	2880	394	1093	561
PA4130	16395	6074	10035	1581	5536	1990
PA4131	16355	5222	7621	1026	1940	933
PA4132	12212	2825	5212	1678	2578	1373
PA4133	17826	8300	10396	808	1404	710
PA4134	1472	515	715	68	145	83
PA4135	677	234	326	624	511	226
PA4136	284	102	198	245	317	166
PA4137	151	82	77	201	211	113
PA4138	152	63	85	653	555	369
PA4139	51	70	95	345	384	223
PA4140	108	62	71	155	146	97
PA4141	45534	18629	34491	454	1401	544
PA4142	790	422	930	124	130	75
PA4143	326	167	424	149	165	67
PA4144	191	109	231	81	92	46
PA4145	300	160	252	588	488	257
PA4145a	398	133	224	191	372	112
PA4147	7079	2642	3772	680	736	337
PA4148	383	62	82	82	67	43
PA4149	529	138	189	135	197	156
PA4150	1095	320	383	147	159	83
PA4151	635	128	146	114	66	100
PA4152	697	88	145	94	89	58
PA4153	1358	234	293	315	345	160
PA4154	1109	475	734	1314	1153	416
PA4155	1367	628	1343	116	125	64
PA4156	1747	973	1614	180	217	83
PA4157	886	279	510	902	779	377
PA4158	178	57	107	53	88	70
PA4159	1057	364	514	51	68	38
PA4160	135	35	60	28	40	18
PA4161	159	44	71	55	124	47
PA4162	456	188	255	212	342	192
PA4163	2841	1152	1838	3456	3711	1574
PA4164	544	151	289	316	582	180
PA4165	278	108	165	478	794	296
PA4166	79	43	45	70	128	52
PA4167	186	96	137	83	149	65
PA4168	968	666	734	848	926	483
PA4169	125	60	60	318	225	190
PA4170	204	114	140	335	426	290
PA4171	654	958	768	171	200	117
PA4172	531	433	863	51	59	23
PA4173	45	44	62	22	33	19
PA4174	180	87	113	278	257	126
PA4175	1637	533	685	1282	1537	935
PA4176	9557	5924	6806	2007	4386	804
PA4177	69	22	41	69	47	18
PA4178	231	59	108	221	246	76
PA4179	259	116	110	636	590	283
PA4180	2420	1019	1523	1693	2300	955
PA4181	135	127	153	176	371	137
PA4182	255	67	155	365	460	204
PA4183	292	146	234	301	478	153
PA4184	473	189	295	263	421	218
PA4185	231	160	192	492	541	261
PA4186	795	393	558	1159	1627	784
PA4187	99	49	52	142	128	85
PA4188	30	22	45	37	54	28
PA4189	50	52	62	111	112	69
PA4190	1734	656	893	1481	1394	550
PA4191	132	47	95	316	399	209
PA4192	22	20	21	77	116	57
PA4193	37	27	32	60	72	34
PA4194	72	13	34	94	79	46
PA4195	221	50	78	173	183	120
PA4196	1103	189	402	350	472	171
PA4197	2146	683	958	502	1136	541
PA4198	1328	465	626	909	804	592
PA4199	3385	1301	2336	1400	1574	787
PA4200	619	268	350	473	611	329
PA4201	2007	728	1200	1899	2574	1191
PA4202	2545	747	1227	744	1303	816
PA4203	359	173	194	229	276	213
PA4204	1405	845	1385	1180	1455	471
PA4205	754	604	741	176	262	109
PA4206	439	218	349	194	151	174
PA4207	918	555	968	692	757	350
PA4208	1325	570	1068	132	234	150
PA4209	9156	4650	7445	183	218	118
PA4210	228	134	216	13	15	12
