Geneid	B1C.sam	B2C.sam	B3C.sam	P1C.sam	P2C.sam	P3C.sam
PA4908	208	240	70	24	22	69
PA4909	419	544	112	138	111	174
PA4910	372	378	92	77	77	123
PA4911	248	355	111	65	44	49
PA4912	329	372	154	128	152	235
PA4913	4209	4984	1387	686	375	661
PA4914	793	740	468	415	433	745
PA4915	3166	2568	751	768	752	1129
PA4916	1063	1090	386	1027	1315	2962
PA4917	1422	1231	461	1660	1943	5288
PA4918	161	168	53	6524	6424	12300
PA4919	482	404	100	10169	7279	13560
PA4920	1552	1368	628	6485	9122	9575
PA4921	475	553	269	900	1497	1757
PA4922	36750	31885	11009	115967	35182	48635
PA4923	492	325	166	983	1745	1985
PA4924	1043	694	566	812	1411	1348
PA4925	1552	1464	510	152	148	257
PA4926	424	566	180	105	155	199
PA4927	944	1445	395	252	386	505
PA4928	2043	1390	752	2877	3964	3438
PA4929	306	281	117	201	315	394
PA4930	644	640	291	534	1174	1323
PA4931	2443	2318	772	2997	3292	3748
PA4932	7434	7307	5554	18409	45845	42526
PA4933	9893	13330	3647	15024	46523	52825
PA4934	5321	5257	1817	20248	28231	20067
PA4935	11641	8276	3662	43647	57513	39373
PA4936	2696	2597	1264	1281	2425	2481
PA4937	17015	19712	6254	10678	14250	16931
PA4937.1	186	162	101	239	195	73
PA4937.2	412	174	146	512	406	128
PA4938	12143	13846	3488	20647	25139	19712
PA4939	5148	4951	1753	2510	6129	5705
PA4940	464	558	125	631	479	364
PA4941	14438	15196	4819	16789	26674	20906
PA4942	16537	15797	4884	13711	23281	17029
PA4943	22895	17979	5050	12661	25860	22516
PA4944	7432	6103	2407	3697	3446	2907
PA4945	7788	6109	1670	3231	3544	3402
PA4946	3583	4041	1151	2982	5193	5751
PA4947	5982	4194	1652	4549	4884	5297
PA4948	871	711	263	502	530	762
PA4949	1219	1381	353	667	1114	1422
PA4950	1722	1310	546	1238	1602	2315
PA4951	4228	2903	1080	2013	2239	2238
PA4952	2367	2217	683	1998	3325	2763
PA4953	1639	1464	467	2068	1874	2410
PA4954	1757	1653	480	1445	1159	1232
PA4955	1540	1334	576	796	846	1457
PA4956	1987	1364	782	853	1291	1525
PA4957	2528	1962	784	2624	3440	3063
PA4958	5218	4391	2201	3920	3728	5418
PA4959	3402	3193	1251	4478	4924	4622
PA4960	3714	3194	828	4083	6549	4877
PA4961	3252	3009	1174	3615	3599	3644
PA4962	73	61	22	64	143	99
PA4963	3803	2695	1187	1987	3705	3257
PA4964	4095	4729	1261	8220	10365	10150
PA4965	367	349	117	555	942	1099
PA4966	729	1096	248	1259	2086	2594
PA4967	2277	3408	856	5447	6888	7069
PA4968	1437	1180	629	1091	1356	1706
PA4969	971	924	334	1375	2149	2729
PA4970	949	1216	351	480	755	1144
PA4971	4106	3736	899	3085	3456	3836
PA4972	1715	1422	866	1595	1278	1295
PA4973	1170	1079	373	1118	1247	1533
PA4974	3877	3323	1356	5159	4955	5492
PA4975	556	516	195	262	324	457
PA4976	702	718	171	299	378	495
PA4977	608	526	160	230	288	385
PA4978	630	959	205	255	362	499
PA4979	674	715	150	322	191	402
PA4980	302	309	73	139	114	155
PA4981	552	515	182	209	144	238
PA4982	472	454	111	224	286	389
PA4983	1013	806	676	506	756	1091
PA4984	606	670	168	209	361	474
PA4985	74	244	118	102	207	274
PA4986	596	685	169	462	590	682
PA4987	484	273	199	536	551	654
PA4988	596	616	258	458	1168	1162
PA4989	282	133	47	107	153	230
PA4990	373	292	102	253	189	279
PA4991	1562	1763	617	1117	2034	2222
PA4992	972	936	424	890	1427	1646
PA4993	2897	1791	1164	525	645	801
PA4994	554	482	166	147	234	195
PA4995	474	338	125	338	702	670
PA4996	7173	6768	2508	7866	10118	13988
PA4997	3263	3710	952	4400	5671	4100
PA4998	1188	880	336	1070	908	934
PA4999	1246	912	381	1976	1959	1666
PA5000	3815	3850	3258	5993	4237	5449
PA5001	2542	2516	1438	5469	5281	5934
PA5002	2137	2078	677	2971	4757	4114
PA5003	1472	1524	452	1228	2516	2810
PA5004	2460	3019	806	3010	4937	5338
PA5005	7815	7143	2144	10045	13518	11392
PA5006	1826	1620	405	1312	1938	2095
PA5007	856	1013	333	1139	1628	1689
PA5008	1497	1393	476	1380	2072	2366
PA5009	579	683	117	858	1217	1175
PA5010	2334	1871	739	2947	4713	5170
PA5011	1352	1627	545	1126	1838	2668
PA5012	1470	1543	783	1134	2629	3026
PA5013	13188	16146	4378	15590	13793	12836
PA5014	5962	7071	2358	3702	4320	5560
PA5015	11716	15081	4453	50032	51678	56269
PA5016	3740	4832	2033	9472	13699	12684
PA5017	2710	2118	758	2601	1941	3142
PA5018	4529	3216	1898	1551	1609	2485
PA5019	1837	1694	462	778	1391	1510
PA5020	1160	897	259	557	478	805
PA5021	484	464	167	1189	1488	2107
PA5022	1681	1575	940	3344	3042	3224
PA5023	1490	1308	803	314	406	611
PA5024	360	279	178	337	510	376
PA5025	915	819	285	4567	2927	4183
PA5026	347	234	182	212	341	405
PA5027	1609	1266	635	14804	8839	17540
PA5028	3922	3252	1198	2148	2174	2580
PA5029	240	195	90	388	593	999
PA5030	289	521	558	320	389	424
PA5031	212	173	55	51	70	81
PA5032	170	139	45	40	71	73
PA5033	212	126	70	512	652	495
PA5034	2823	1946	612	2728	2961	1897
PA5035	2736	3543	1329	2370	2701	3525
PA5036	8250	8454	2162	4982	6707	6165
PA5037	7518	7644	2703	4941	7662	8871
PA5038	4044	4179	1181	3518	4209	4151
PA5039	2000	1876	830	2549	3084	3653
PA5040	8021	8471	3065	21159	18772	19471
PA5041	1137	1086	504	2977	2566	3145
PA5042	1097	889	457	2918	2649	3442
PA5043	946	1110	450	3353	2545	3518
PA5044	3789	3133	2389	8980	7924	13369
PA5045	4134	3159	1508	4120	3584	4117
PA5046	10495	6948	3569	21205	19490	17789
PA5047	2188	1899	547	1831	2485	2454
PA5048	1067	990	360	1004	1679	1642
PA5049	3001	1708	439	14713	8075	5027
PA5050	1489	1057	599	1061	1449	1669
PA5051	4741	4083	1617	8305	11022	11380
PA5052	1108	1056	1000	1260	2411	2905
PA5053	25928	10715	2943	3204	2454	4073
PA5054	23428	19061	4040	6565	11722	9222
PA5055	1787	1486	511	1120	998	1133
PA5056	4522	3989	1267	1429	922	1608
PA5057	3078	2611	728	424	406	545
PA5058	4520	4544	1905	497	360	434
PA5059	784	888	415	171	290	292
PA5060	18773	25936	11947	8703	7070	9629
PA5061	2785	3342	1786	2495	1028	1496
PA5062	747	741	212	1146	894	1049
PA5063	3531	2688	874	2456	2317	2107
PA5064	1332	1263	366	823	1233	1291
PA5065	2456	2069	725	2233	2882	3105
PA5066	3236	2814	758	2875	2818	3313
PA5067	1749	1684	478	1725	1196	1479
PA5068	1129	1145	613	2215	870	1085
PA5069	1343	1286	1312	1110	1009	1474
PA5070	1002	1305	464	1936	1123	1193
PA5071	291	364	141	180	485	448
PA5072	182	138	50	164	278	382
PA5073	1078	855	348	715	428	552
PA5074	652	542	164	884	1660	1882
PA5075	487	537	201	1012	1519	1751
PA5076	1334	1269	545	3099	2665	2489
PA5077	4719	5934	1966	5828	8566	8184
PA5078	5352	5850	1540	8176	7210	7305
PA5079	1227	1515	446	787	842	1150
PA5080	3176	2717	882	1782	2377	2682
PA5081	246	241	57	73	142	258
PA5082	485	606	176	384	385	396
PA5083	158	209	92	82	114	146
PA5084	292	457	75	86	184	178
PA5085	1332	1327	530	968	1491	1865
PA5087	220	119	266	679	360	536
PA5088	155	101	181	583	368	354
PA5089	965	940	307	2253	2560	2905
PA5090	1707	1789	622	2731	3794	4143
PA5091	12377	15386	4644	9492	13290	15151
PA5092	7547	13553	3267	6127	9777	12878
PA5093	6877	13108	2345	5765	8338	11989
PA5094	5636	8784	2294	4539	4673	7300
PA5095	4762	9272	1903	3487	3805	5288
PA5096	8543	14796	4609	4448	5624	9808
PA5097	5758	12420	2691	4437	7425	11037
PA5098	12566	20326	5391	13488	22386	31851
PA5099	7949	11020	2554	5112	5454	7135
PA5100	75539	101715	34563	73219	88974	104172
PA5101	1434	1322	411	119	199	239
PA5102	322	211	70	132	175	190
PA5103	2489	1889	958	1511	2767	2786
PA5104	2501	3077	782	863	1577	2698
PA5105	8495	5859	1871	6158	7549	8567
PA5106	25067	24154	6360	15717	21367	29081
PA5107	3224	3756	1025	1037	1970	2617
PA5108	779	556	533	369	547	414
PA5109	1574	1859	433	1220	2876	2881
PA5110	7575	6404	2129	12103	16198	13844
PA5111	1252	1317	646	1237	1209	1442
PA5112	4921	5369	2194	7484	8636	11241
PA5113	413	374	147	1551	2308	3066
PA5114	2108	1484	805	1499	3176	3546
PA5115	144	159	59	99	99	174
PA5116	406	378	73	73	67	156
PA5117	2605	2116	656	11180	14227	11144
PA5118	1458	830	307	2974	4779	2623
PA5119	9609	7800	2618	30750	14366	17335
PA5120	157	243	36	294	338	303
PA5121	1014	1242	395	1003	1482	1322
PA5122	633	539	278	632	506	794
PA5123	360	417	149	476	487	718
PA5124	528	327	117	773	474	619
PA5125	814	853	329	821	1046	1320
PA5126	681	759	402	357	449	683
PA5127	290	294	91	499	561	474
PA5128	3662	3220	1126	20395	11170	10290
PA5129	901	893	82	1784	1550	977
PA5130	1389	1111	414	1484	1477	1133
PA5131	4791	4057	1768	7973	7259	7542
PA5132	262	196	113	148	251	225
PA5133	1295	1370	726	2141	1311	2012
PA5134	4446	5012	1571	6533	5657	7466
PA5135	477	556	306	816	1188	1558
PA5136	541	464	367	1778	3535	3350
PA5137	253	354	129	829	841	1264
PA5138	234	221	124	1220	1439	1582
PA5139	284	169	56	921	1427	965
PA5140	865	1135	247	1849	2704	2331
PA5141	1192	1095	375	2172	3593	3190
PA5142	1926	2197	568	2061	3312	3029
PA5143	2546	2221	470	3632	3510	2765
PA5144	79	41	23	13	26	52
PA5145	1404	1394	555	392	565	922
PA5146	4199	4164	1049	5908	5921	6408
PA5147	1366	1468	400	1923	2616	3087
PA5148	831	884	281	3791	1625	1676
PA5149	1505	1340	800	1605	2535	2927
PA5149.1	73	49	30	10	8	19
PA5150	3613	2581	506	484	821	695
PA5151	470	492	282	147	187	323
PA5152	2551	2299	1459	4046	2500	4188
PA5153	8408	8169	2524	28326	11303	17767
PA5154	763	1199	305	1563	1274	1989
PA5155	774	896	234	1738	1487	1931
PA5156	176	155	94	384	503	580
PA5157	75	61	31	84	119	170
PA5158	319	348	122	172	238	412
PA5159	287	277	67	359	320	375
PA5160	386	408	119	330	330	417
PA5160.1	6	6	11	2	2	0
PA5161	8554	7038	1845	3873	3481	3663
PA5162	3824	3912	1047	1635	2909	3374
PA5163	6707	6131	1400	4718	4944	5708
PA5164	3555	2419	1103	1606	2409	2981
PA5165	1444	1073	416	1571	1467	1814
PA5166	1382	1490	554	1483	1907	2368
PA5167	1655	1718	593	3645	2353	1827
PA5168	538	453	142	360	482	428
PA5169	808	745	260	670	879	748
PA5170	4555	4106	1546	104522	70926	104006
PA5171	8546	7830	3607	43372	31550	26901
PA5172	5922	5478	2055	31041	17472	10597
PA5173	5200	5363	2151	15919	13608	9411
PA5174	4590	5433	2519	8671	14910	11267
PA5175	2765	2935	632	737	1686	2050
PA5176	2927	3037	1267	1606	2069	2017
PA5177	1499	1405	597	783	776	795
PA5178	23647	19854	9626	9983	10079	9939
PA5179	606	502	315	358	320	500
PA5180	1799	2314	941	638	601	765
PA5181	6190	7851	3671	2910	2720	3960
PA5181.1	20	48	27	24	11	11
PA5182	976	2088	214	463	463	687
PA5183	176	423	88	242	286	428
PA5183a	987	884	156	3916	2232	3011
PA5184	647	594	185	388	503	733
PA5185	329	260	83	125	203	188
PA5186	1316	1206	380	156	369	431
PA5187	746	1073	143	269	333	389
PA5188	654	764	177	175	254	332
PA5189	356	259	120	380	585	835
PA5190	398	349	92	736	888	770
PA5191	504	332	330	435	195	349
PA5192	5873	5320	1924	19498	24303	18874
PA5193	1259	1527	530	2138	2728	2239
PA5194	665	536	248	1519	1780	1459
PA5195	443	566	183	895	531	704
PA5196	444	350	109	410	422	493
PA5197	1045	917	429	943	1011	1330
PA5198	1454	1642	592	1211	1462	1972
PA5199	2124	1895	586	1564	2181	2147
PA5200	10976	5041	2852	5105	5528	6262
PA5201	2577	2114	802	6762	9192	8760
PA5202	163	130	45	180	462	719
PA5203	2534	2304	828	2077	2469	2613
PA5204	1593	1372	700	1638	2511	2412
PA5205	1167	992	326	478	435	568
PA5206	4684	3929	1100	1522	2039	2844
PA5207	495	488	158	1106	2115	2450
PA5208	2747	1933	926	10460	9356	13923
PA5209	2390	1799	699	888	1545	1386
PA5210	4595	3552	1855	2567	2265	3117
PA5211	320	235	80	83	117	180
PA5212	10601	4593	2999	2072	1384	1859
PA5213	4009	3532	905	743	1000	1210
PA5214	7340	5430	2647	8960	10620	11668
PA5215	4023	3997	1218	4662	6418	6049
PA5216	863	578	213	269	546	724
PA5217	8186	3361	1102	1544	1683	1542
PA5218	939	560	319	245	355	561
PA5219	1533	1378	812	281	335	453
PA5220	7065	11816	2761	857	694	1057
PA5221	2800	4064	1081	1183	2382	2422
PA5222	522	498	191	495	555	672
PA5223	4679	5309	1629	3044	5499	6666
PA5224	8855	8104	2671	9421	10267	10652
PA5225	1236	1083	471	490	1054	1520
PA5226	465	327	199	1175	385	771
PA5227	1214	1136	294	1926	1023	1344
PA5227.1	6921	6293	8563	1013	1035	1417
PA5228	3594	2621	1271	2809	3129	3012
PA5229	795	926	675	1231	1075	1332
PA5230	999	936	534	3229	3322	2390
PA5231	2547	2702	1102	7690	10734	11823
PA5232	4067	4493	1639	19057	18944	30631
PA5233	1494	946	749	1053	1308	1657
PA5234	1443	1276	767	479	705	1086
PA5235	585	483	194	1230	6546	3604
PA5236	1212	1536	328	1584	2584	2415
PA5237	3294	3420	899	3714	5300	5658
PA5238	704	438	213	310	344	378
PA5239	12681	12642	4117	19749	14233	8888
PA5240	17561	15513	3120	25610	23780	18230
PA5241	5056	4540	1327	5179	6907	6491
PA5242	8783	8897	3378	10178	10321	11535
PA5243	9869	7628	3897	8959	10118	12005
PA5244	1170	742	465	977	1426	1496
PA5245	3061	2352	869	2987	3186	3096
PA5246	479	325	137	289	529	485
PA5247	1621	1044	834	932	1376	1633
PA5248	1252	1309	539	981	1427	1770
PA5249	1414	970	355	528	577	993
PA5250	1362	1115	586	2090	2859	2488
PA5251	799	530	283	572	804	892
PA5252	1586	1369	335	2240	3655	3196
PA5252a	2491	2655	754	1836	1806	3006
PA5253	16200	22779	4179	14117	8841	13734
PA5254	701	525	258	508	609	795
PA5255	18584	12854	7660	7261	9871	14060
PA5256	869	506	385	498	818	835
PA5257	3407	4442	1182	2682	3455	4222
PA5258	2340	2542	965	1497	2084	2693
PA5259	1494	1266	546	456	748	1227
PA5260	5527	4312	992	4971	4631	6406
PA5261	7303	7549	2790	2442	2543	3575
PA5262	2239	2136	560	1051	811	1251
PA5263	5327	4460	1255	4563	5269	5214
PA5264	806	381	458	824	804	886
PA5265	1269	891	442	743	613	1019
PA5266	212	267	142	111	178	237
PA5267	292	317	266	255	155	177
PA5268	1478	1104	408	1532	1227	1203
PA5269	1016	642	362	1416	705	1185
PA5270	1650	1179	680	2332	1773	2572
PA5271	1684	1146	778	657	379	505
PA5272	1094	1034	347	794	967	1332
PA5273	593	450	150	465	851	713
PA5274	3812	3288	1988	7334	6348	5217
PA5275	1241	1073	676	504	628	845
PA5276	286	208	170	212	105	152
PA5277	6300	5675	2019	3339	6286	5939
PA5278	1775	1702	459	1539	2127	2378
PA5279	5019	3850	1221	5382	5531	6851
PA5280	652	782	223	462	663	1013
PA5281	565	541	222	480	531	643
PA5282	212	123	65	56	91	133
PA5283	1955	1171	453	1048	1237	1466
PA5284	263	184	88	176	230	231
PA5285	1267	1822	741	5452	6210	8772
PA5286	436	449	116	933	1340	1153
PA5287	1335	1207	569	772	1319	1305
PA5288	11553	14430	4996	18335	8005	7413
PA5289	2411	1389	656	1016	1054	971
PA5290	1286	813	519	640	1143	1216
PA5291	3639	2684	1124	5510	5286	4463
PA5292	1130	1043	436	869	724	741
PA5293	400	292	152	222	338	393
PA5294	210	180	55	98	192	259
PA5295	1426	1742	743	2038	2959	3576
PA5296	1430	1225	339	5305	4402	3109
PA5297	708	597	212	414	441	468
PA5298	1167	979	543	2816	2621	1611
PA5299	1837	2397	733	741	1307	1131
PA5300	7468	8659	5159	8876	16925	16323
PA5301	6330	5331	2419	2485	3125	2994
PA5302	663	579	362	3557	7693	10071
PA5303	421	495	101	7831	6443	7884
PA5304	2481	2222	839	24583	23417	34049
PA5305	814	1098	298	915	841	1288
PA5306	765	471	229	1055	600	705
PA5307	2517	2868	684	2254	2126	2802
PA5308	1080	837	390	1956	877	1092
PA5309	1328	1306	499	1149	1198	1188
PA5310	909	758	356	555	643	850
PA5311	573	570	150	113	215	332
PA5312	34917	33527	10799	4805	5171	7612
PA5313	5425	4896	1533	538	674	935
PA5314	1444	946	602	234	333	323
PA5315	540	317	244	2008	1095	845
PA5316	2930	1977	1368	12789	6143	4287
PA5316.1	126	110	53	205	155	146
PA5317	2916	2607	1341	3247	2771	3563
PA5318	178	199	99	110	162	253
PA5319	1649	1569	704	839	1126	1540
PA5320	1707	1753	398	2230	2623	2639
PA5321	1740	1364	1113	2086	2836	3106
PA5322	7394	9032	2615	10203	11523	11261
PA5323	3784	5111	944	6013	7813	7249
PA5324	719	674	239	602	808	1088
PA5325	235	157	114	129	110	165
PA5326	95	73	29	41	91	97
PA5327	175	177	74	117	109	142
PA5328	31	10	7	13	30	38
PA5329	709	568	167	378	323	345
PA5330	2442	2351	731	1339	2053	2173
PA5331	3820	2864	1052	2561	4200	4122
PA5332	7824	3660	2073	5415	6583	7094
PA5333	1427	963	690	834	2047	1934
PA5334	2524	1786	647	1983	4110	2994
PA5335	1486	1006	538	849	1518	1445
PA5336	855	598	381	1489	1662	1308
PA5337	3772	3052	594	5880	4116	3242
PA5338	9179	8926	2542	9051	10493	10402
PA5339	5203	3864	3655	11031	8503	10069
PA5340	1618	2541	1300	2480	2705	2943
PA5341	158	132	38	100	289	307
PA5342	326	374	91	299	665	716
PA5343	820	813	229	581	1293	1323
PA5344	4978	3465	1565	4869	4048	4432
PA5345	3889	3508	1178	4472	6324	7619
PA5346	5780	4776	1583	5865	5699	10380
PA5347	898	938	378	621	543	600
PA5348	22201	16145	7596	18555	7437	10017
PA5349	2421	2211	841	2371	3063	4112
PA5350	971	846	376	1041	863	1570
PA5351	270	158	290	944	509	855
PA5352	286	188	36	19	26	21
PA5353	589	338	94	46	47	74
PA5354	394	286	68	33	31	62
PA5355	1783	1161	400	217	244	404
PA5356	1095	943	267	662	511	1043
PA5357	1292	726	304	596	1032	664
PA5358	4990	4088	1499	948	1279	1253
PA5359	4174	3257	1123	209	291	481
PA5360	743	605	137	1312	892	938
PA5361	398	329	215	453	522	647
PA5362	2604	1974	1230	3800	5242	3864
PA5363	2075	2218	737	974	1453	1592
PA5364	1515	2013	638	4218	2494	3821
PA5365	748	940	195	1407	1449	1682
PA5366	892	877	349	1910	1741	1988
PA5367	470	518	197	853	1008	1388
PA5368	784	696	273	1147	1389	1290
PA5369	1575	1306	522	2479	2036	2447
PA5369.1	192	308	141	2074	295	335
PA5369.2	1519909	1493272	674633	275498	12839	51251
PA5369.3	59	32	70	22	64	54
PA5369.4	236	203	279	1225	519	405
PA5369.5	189953	261528	378184	1178039	8848	29523
PA5370	1060	882	339	816	1544	1509
PA5371	1813	1998	1128	1793	1869	2407
PA5372	945	494	186	2881	3095	2393
PA5373	1630	1115	295	7669	7945	7778
PA5374	770	426	125	4219	3813	4870
PA5375	307	185	99	905	1328	979
PA5376	1423	2601	525	1149	1206	1220
PA5377	1034	1842	662	951	646	719
PA5378	4029	3855	1749	1940	1470	2130
PA5379	604	1153	898	180	263	337
PA5380	3173	3452	1324	1549	1576	2021
PA5381	188	190	69	140	172	213
PA5382	127	115	70	193	302	305
PA5383	390	456	180	59	120	89
PA5384	7	29	4	12	3	5
PA5385	23	16	8	9	22	10
PA5386	46	56	18	36	44	42
PA5387	45	54	44	20	27	25
PA5388	305	230	90	49	65	127
PA5389	382	432	149	406	375	524
PA5390	331	314	43	120	245	307
PA5391	22	38	18	22	33	41
PA5392	29	38	32	64	65	66
PA5393	132	125	48	131	157	215
PA5394	1037	907	393	655	814	1131
PA5395	538	402	308	150	138	199
PA5396	1942	2552	1360	1638	1191	1271
PA5397	555	700	588	349	303	376
PA5398	2436	3684	1891	1347	1314	1352
PA5399	711	1415	730	415	439	556
PA5400	307	467	219	117	212	190
PA5401	221	390	234	95	136	149
PA5402	244	154	94	218	207	284
PA5403	34	44	13	200	63	75
PA5404	48	35	19	92	78	81
PA5405	71	55	38	88	80	106
PA5406	112	57	66	199	241	195
PA5407	188	171	46	61	229	199
PA5408	187	272	40	64	132	159
PA5409	1054	1007	349	722	729	1205
PA5410	1272	2059	1013	1166	1419	1487
PA5411	383	357	229	492	473	519
PA5412	1352	1254	977	1664	2704	3372
PA5413	1952	2769	786	3818	4714	4823
PA5414	631	716	341	1516	1444	1697
PA5415	1324	3314	1842	903	956	1416
PA5416	913	3016	1236	703	682	755
PA5417	156	579	452	124	88	122
PA5418	2002	6187	2814	1060	1389	1426
PA5419	214	1019	552	100	136	181
PA5420	1059	2626	1572	532	505	549
PA5421	5639	10679	5825	571	561	664
PA5422	2453	2503	1386	1740	2096	2672
PA5423	1280	1440	1053	727	1027	1147
PA5424	1067	1204	1535	158	284	286
PA5425	1148	956	289	1895	3254	3654
PA5426	858	691	325	1322	1967	1778
PA5427	2226	1982	1015	10460	8769	13714
PA5428	987	658	230	1089	1511	1623
PA5429	5115	6021	4453	13253	14236	12817
PA5430	883	1040	495	756	1214	1558
PA5431	260	220	91	158	257	392
PA5432	79	89	21	85	105	120
PA5433	110	141	49	141	249	304
PA5434	604	365	148	566	876	561
PA5435	4353	5719	1196	14938	15787	17050
PA5436	2673	2808	712	13933	9448	17252
PA5437	922	626	309	777	940	946
PA5440a	247	112	37	221	293	328
PA5438	2860	2560	720	2322	2438	2505
PA5439	1604	1305	352	1149	1241	1661
PA5440	664	316	184	5350	7820	6391
PA5441	1350	1096	372	3476	4959	5913
PA5442	490	539	167	1035	1153	1603
PA5443	3568	3762	1508	6590	8620	9007
PA5444	1156	486	564	201	400	432
PA5445	1332	2522	629	12742	11696	11160
PA5446	5269	2503	2959	5926	1332	3213
PA5447	2612	2076	1023	1640	1610	2160
PA5448	1026	1102	344	584	763	907
PA5449	1526	1628	437	1197	1206	1371
PA5450	2338	2389	1039	1331	1486	2011
PA5451	895	1242	515	710	700	635
PA5452	3221	3979	1407	1708	1889	2601
PA5453	2466	3015	586	1330	1093	1613
PA5454	3667	3252	1098	2248	1513	2364
PA5455	2802	2719	1194	3718	3572	4176
PA5456	1831	1486	588	3327	2626	3304
PA5457	505	620	190	479	708	836
PA5458	574	473	205	659	644	782
PA5459	791	652	498	1364	962	1320
PA5460	2606	1554	2180	175	80	153
PA5461	5425	3509	1373	11624	6795	6721
PA5462	759	492	540	855	783	755
PA5463	738	420	292	848	930	783
PA5464	1117	1222	385	1365	2435	2330
PA5465	879	682	183	500	713	888
PA5466	193	275	78	203	210	358
PA5467	212	105	43	109	201	261
PA5468	494	377	129	279	275	395
PA5469	129	114	40	155	165	174
PA5470	75	121	56	64	158	221
PA5471	542	422	255	665	926	905
PA5472	780	579	833	909	2127	2201
PA5473	3229	1960	683	1042	867	1512
PA5474	3208	2556	1070	2272	3046	4837
PA5475	2224	1616	742	14767	11198	17231
PA5476	819	952	208	280	383	519
PA5477	416	364	230	377	454	650
PA5478	928	900	542	648	1469	1453
PA5479	2975	1611	641	6703	6711	4432
