Geneid	B1K.sam	B2K.sam	B3K.sam	P1K.sam	P2K.sam	P3K.sam
PA2073	133	226	109	149	227	230
PA2074	68	84	27	28	84	110
PA2075	141	230	82	159	181	103
PA2076	409	533	257	715	1017	983
PA2077	126	203	67	188	301	260
PA2078	200	321	124	145	174	158
PA2079	656	936	420	763	863	955
PA2080	1447	1916	560	2476	2445	2746
PA2081	1407	1713	619	2931	2040	2622
PA2082	184	229	127	562	565	536
PA2083	178	218	195	494	609	577
PA2084	452	931	178	250	301	284
PA2085	23	37	23	32	37	46
PA2086	27	30	15	41	60	66
PA2087	28	26	15	22	18	33
PA2088	145	210	43	64	62	74
PA2089	556	1068	270	442	512	442
PA2090	23	28	7	14	27	51
PA2091	21	30	24	15	29	24
PA2092	57	97	25	16	25	12
PA2093	37	79	22	37	33	44
PA2094	96	244	41	101	73	86
PA2095	123	164	56	75	80	125
PA2096	199	338	67	362	271	283
PA2097	463	483	171	103	157	166
PA2098	48	71	12	25	16	21
PA2099	154	196	86	89	106	102
PA2100	995	1077	515	1023	919	731
PA2101	127	178	174	171	73	53
PA2102	124	160	141	219	76	84
PA2103	336	522	278	504	367	287
PA2104	187	264	239	331	264	243
PA2105	260	311	290	490	316	267
PA2106	342	499	398	470	399	384
PA2107	102	225	62	45	51	41
PA2108	384	838	275	160	208	179
PA2109	349	514	173	115	120	164
PA2110	394	592	139	82	173	172
PA2111	861	1048	219	207	344	381
PA2112	844	1138	444	230	373	526
PA2113	2527	2647	636	679	763	856
PA2114	5391	7058	2511	1774	1498	1603
PA2115	258	285	71	289	283	329
PA2116	1282	1114	338	758	812	817
PA2117	712	786	267	406	517	562
PA2118	297	571	134	208	282	349
PA2118a	774	1350	265	399	387	255
PA2119	2027	2317	1145	12957	9258	4889
PA2120	445	553	188	203	166	120
PA2121	580	970	210	269	284	216
PA2122	541	858	296	247	191	172
PA2123	502	764	234	235	271	271
PA2124	85	164	55	66	100	97
PA2125	148	183	56	152	291	196
PA2126	136	179	70	1007	994	599
PA2127	377	718	199	6148	4974	2627
PA2128	134	120	57	249	312	256
PA2129	17	24	17	19	26	25
PA2130	261	335	113	171	216	262
PA2131	36	78	29	20	41	39
PA2132	14	28	10	8	19	13
PA2133	43	70	12	16	40	29
PA2134	1426	2937	995	40	30	15
PA2135	245	902	180	35	33	44
PA2136	177	421	80	200	122	90
PA2137	174	123	21	41	13	33
PA2138	1458	934	136	110	131	103
PA2140	141	397	96	8	7	14
PA2141	132	422	76	2	6	7
PA2142	548	1219	443	29	28	32
PA2142a	207	327	138	12	11	7
PA2143	1421	2180	1121	18	51	30
PA2144	3214	6260	2029	412	447	411
PA2145	216	456	188	38	11	17
PA2146	3796	6538	5286	9	14	16
PA2147	2029	2498	1279	226	260	206
PA2148	343	921	275	24	35	29
PA2149	18	57	13	3	6	3
PA2150	348	470	269	42	27	39
PA2151	2055	3649	1291	178	178	154
PA2152	1731	3327	1089	276	273	267
PA2153	1180	2407	771	65	79	87
PA2154	274	710	218	16	16	21
PA2155	342	807	270	30	32	23
PA2156	100	262	60	9	9	12
PA2157	420	929	311	81	69	92
PA2158	1112	2465	749	93	98	126
PA2159	1565	3214	755	26	22	28
PA2160	2422	5127	1914	110	110	102
PA2161	56	108	43	0	3	0
PA2162	1233	2826	712	38	81	101
PA2163	1055	2160	474	25	31	28
PA2164	1241	2779	975	67	76	85
PA2165	2182	4247	1409	75	123	69
PA2166	1767	1102	647	72	39	72
PA2167	729	1731	536	84	90	65
PA2168	196	458	94	16	19	21
PA2169	565	1149	576	9	15	14
PA2170	85	284	128	1	0	3
PA2171	1183	2136	1429	17	18	30
PA2172	1098	2880	940	62	83	71
PA2173	411	1282	321	16	30	43
PA2173a	617	954	331	10	7	8
PA2174	2321	2724	1296	33	25	21
PA2175	247	648	274	110	91	61
PA2176	833	1533	582	157	160	95
PA2177	1355	2367	707	386	382	309
PA2178	420	648	209	41	22	26
PA2179	521	1144	356	165	83	74
PA2180	921	1625	717	64	47	47
PA2181	561	1574	447	48	61	42
PA2182	201	324	138	51	26	34
PA2183	196	395	119	31	30	34
PA2184	779	1684	542	41	46	48
PA2185	647	1185	547	140	91	69
PA2187	270	432	209	17	18	41
PA2188	301	650	189	50	61	49
PA2189	171	267	97	101	56	66
PA2190	3394	8562	2251	52	51	64
PA2191	360	483	262	259	283	188
PA2192	287	579	305	53	38	33
PA2193	449	326	138	723	687	750
PA2194	705	753	314	1196	2534	2048
PA2195	780	1019	343	1164	2093	1861
PA2196	326	407	98	332	551	471
PA2197	433	498	145	898	1416	1095
PA2198	102	93	7	125	234	239
PA2199	851	907	450	1326	1906	1840
PA2200	333	396	229	519	791	715
PA2201	232	320	111	289	513	490
PA2202	68	90	39	177	242	246
PA2203	25	32	17	98	202	182
PA2204	292	246	201	2423	2089	2474
PA2205	159	188	90	158	240	235
PA2206	512	740	241	364	371	310
PA2207	75	109	48	52	57	87
PA2208	14	24	20	7	8	16
PA2209	75	101	46	55	56	47
PA2210	140	306	66	97	75	94
PA2211	56	116	24	56	53	33
PA2212	187	292	58	90	98	101
PA2213	60	90	33	33	32	27
PA2214	61	65	17	26	33	49
PA2215	77	142	29	92	88	77
PA2216	65	83	34	55	67	85
PA2217	107	122	23	79	96	95
PA2218	175	332	135	275	243	170
PA2219	137	231	52	198	169	143
PA2220	552	513	250	1537	945	777
PA2221	299	416	192	214	221	167
PA2222	31	35	54	57	23	20
PA2223	59	79	69	143	29	27
PA2224	40	23	30	16	1	1
PA2225	32	32	35	24	8	5
PA2226	42	35	65	39	12	13
PA2227	57	23	73	50	5	9
PA2228	53	58	109	48	6	15
PA2229	391	540	456	710	904	650
PA2230	247	284	122	382	596	512
PA2231	1244	1656	705	1222	1095	843
PA2232	1416	1973	584	1246	1874	1466
PA2233	634	904	263	349	561	431
PA2234	692	847	338	711	894	708
PA2235	1886	2473	1026	1694	2973	2294
PA2236	735	983	326	464	967	667
PA2237	924	1348	498	703	970	744
PA2238	697	1292	471	639	1091	780
PA2239	426	685	281	299	418	298
PA2240	445	1030	458	345	545	470
PA2241	241	468	155	128	230	189
PA2242	573	1071	498	626	735	557
PA2243	151	217	79	106	199	264
PA2244	647	1066	445	271	484	513
PA2246	281	399	258	485	352	473
PA2247	9363	8269	3828	3134	2018	2421
PA2248	3365	4621	1353	1076	853	1292
PA2249	2397	2888	1755	782	687	1195
PA2250	4508	6495	2368	1397	1295	2112
PA2251	432	548	136	596	584	626
PA2252	400	438	198	4278	6712	7100
PA2253	206	314	96	961	1422	1966
PA2254	69	89	23	96	134	117
PA2255	42	108	24	58	96	62
PA2256	69	50	17	68	84	76
PA2257	15	22	5	14	26	16
PA2258	97	179	68	262	292	244
PA2259	3382	5929	1660	3897	2965	2534
PA2260	403	787	166	240	416	331
PA2261	564	814	186	236	333	317
PA2262	516	825	154	223	295	225
PA2263	600	938	216	215	250	221
PA2264	557	657	225	1578	2048	1410
PA2265	696	917	311	2161	3095	2378
PA2266	686	1035	518	1437	2621	2092
PA2267	269	565	173	609	698	742
PA2268	169	345	72	235	329	330
PA2269	170	210	101	429	535	545
PA2270	365	465	155	872	1021	1044
PA2271	136	235	83	203	352	314
PA2272	809	1221	413	1310	1455	1427
PA2273	208	358	199	158	162	196
PA2274	103	111	57	67	58	67
PA2275	283	461	155	168	194	182
PA2276	331	474	177	222	251	176
PA2277	288	563	439	229	237	277
PA2278	203	501	123	204	244	285
PA2279	133	391	113	144	202	193
PA2280	354	919	302	416	540	485
PA2281	615	928	253	777	1209	1034
PA2282	91	127	31	74	96	113
PA2283	72	91	20	81	104	188
PA2284	104	121	51	45	86	94
PA2285	44	42	34	162	176	190
PA2286	137	182	80	153	258	317
PA2287	199	236	69	130	283	304
PA2288	138	174	101	187	194	291
PA2289	872	990	344	1429	2120	1778
PA2290	4660	5748	1426	4190	8163	6501
PA2291	1575	2232	881	2194	2363	3004
PA2292	22	22	4	160	106	68
PA2293	13	31	5	27	31	45
PA2294	47	88	24	54	99	83
PA2295	26	16	8	18	25	18
PA2296	141	219	80	189	195	218
PA2297	64	71	21	118	114	99
PA2298	363	390	102	503	535	496
PA2299	187	194	85	277	398	266
PA2300	2495	5782	2311	154	261	201
PA2301	528	1030	459	323	375	300
PA2302	3801	7354	2303	1181	1522	1654
PA2303	979	1191	357	367	347	383
PA2304	956	1224	221	287	330	349
PA2305	3989	5478	2434	2163	2328	2873
PA2306	687	1029	485	445	471	561
PA2307	83	132	24	77	50	55
PA2308	42	59	14	41	52	24
PA2309	100	130	52	76	78	64
PA2310	64	102	31	72	120	83
PA2311	61	38	38	77	116	148
PA2312	87	82	36	107	167	209
PA2312a	107	53	100	146	106	153
PA2314	43	59	18	44	28	25
PA2315	38	100	24	44	59	71
PA2316	263	420	129	327	316	263
PA2317	689	787	450	305	285	285
PA2318	932	1491	620	319	337	274
PA2319	513	625	400	652	800	703
PA2320	400	598	160	1605	1729	1926
PA2321	686	904	141	6212	5586	4719
PA2322	396	476	125	4802	3949	4183
PA2323	871	878	237	10324	8721	7784
PA2324	47	83	27	113	158	86
PA2325	63	83	17	84	117	91
PA2326	138	159	37	52	128	107
PA2327	534	674	156	175	388	395
PA2328	595	477	176	230	533	660
PA2329	342	380	86	82	278	335
PA2330	608	623	185	299	709	805
PA2331	1798	1283	702	472	1256	1408
PA2332	281	410	150	412	542	574
PA2333	115	172	57	233	299	326
PA2334	36	91	21	83	116	117
PA2335	79	125	40	89	121	121
PA2336	56	75	30	55	96	90
PA2337	757	900	342	477	502	389
PA2338	535	914	318	104	112	111
PA2339	232	326	111	125	108	126
PA2340	142	163	46	56	66	64
PA2341	161	261	62	29	86	72
PA2342	174	303	115	107	155	125
PA2343	55	55	11	12	15	21
PA2344	234	456	100	178	250	218
PA2345	936	1233	411	395	380	378
PA2346	115	135	34	106	95	103
PA2347	46	68	15	39	46	69
PA2348	35	65	19	33	54	51
PA2349	29	54	37	30	50	50
PA2350	34	79	36	32	42	59
PA2351	46	54	25	43	42	36
PA2352	151	182	74	592	966	1037
PA2353	517	623	162	486	772	713
PA2354	55	102	12	53	61	89
PA2355	110	112	87	63	83	93
PA2356	19	35	13	23	60	56
PA2357	21	16	10	35	36	19
PA2358	61	72	38	199	164	101
PA2359	149	196	66	353	370	316
PA2360	393	343	106	85	107	80
PA2361	567	742	140	223	203	202
PA2362	114	157	23	18	27	47
PA2363	1474	1649	525	319	320	314
PA2364	389	492	359	137	153	130
PA2365	2065	1575	478	153	86	115
PA2366	3701	1867	684	209	215	220
PA2367	933	371	238	88	52	62
PA2368	127	119	15	0	3	5
PA2369	884	607	151	48	58	64
PA2370	310	284	37	27	13	29
PA2371	1283	1367	456	196	195	210
PA2373	1154	1376	862	431	291	314
PA2374	213	412	75	52	54	29
PA2375	605	961	323	35	56	38
PA2376	529	885	365	279	274	294
PA2377	272	363	94	169	228	216
PA2378	1833	3865	1259	3013	4720	4376
PA2379	373	589	197	940	780	955
PA2380	203	395	411	199	232	202
PA2381	7840	8731	5045	820	440	350
PA2382	1454	2715	640	502	609	452
PA2383	410	710	245	188	226	216
PA2384	1535	1579	748	145	39	185
PA2385	3784	1333	566	101	93	113
PA2386	12590	4338	1368	213	155	190
PA2387	695	921	282	405	499	448
PA2388	2034	2694	838	1921	1922	1849
PA2389	2476	848	338	444	667	551
PA2390	1575	653	233	455	592	463
PA2391	877	402	127	202	335	277
PA2392	4309	1325	589	168	129	161
PA2393	4176	1268	367	98	80	70
PA2394	3905	934	627	120	98	88
PA2395	2559	654	336	76	65	72
PA2396	4071	1476	1845	398	286	286
PA2397	2822	1706	1089	438	411	331
PA2398	4365	2679	1621	2236	925	2338
PA2399	11045	8014	4710	1244	1192	1235
PA2400	8434	5229	3710	1082	925	972
PA2402	18726	9756	4272	1338	1320	1581
PA2403	8732	6885	2627	1004	320	1162
PA2404	1706	1655	612	363	87	419
PA2405	2133	1943	885	495	112	498
PA2406	1079	1285	239	221	72	187
PA2407	2295	1963	987	851	216	843
PA2408	1192	1336	330	339	101	474
PA2409	1232	1152	434	291	126	425
PA2410	3288	3440	1121	1091	440	1422
PA2411	15031	7663	1775	143	74	139
PA2412	1743	619	511	8	7	13
PA2413	4804	1849	588	89	74	76
PA2414	896	1368	601	169	190	180
PA2415	281	408	112	74	71	88
PA2416	612	961	238	239	286	238
PA2417	486	840	486	485	576	426
PA2418	167	230	73	70	85	79
PA2419	177	268	77	165	151	107
PA2420	122	163	43	60	73	101
PA2421	75	124	37	74	133	142
PA2422	58	79	65	51	48	52
PA2423	2001	2066	773	751	516	557
PA2424	16377	9264	3009	403	481	498
PA2425	3132	1350	481	26	39	18
PA2426	4070	2310	947	29	24	51
PA2427	3183	1065	528	16	22	15
PA2428	133	120	36	119	88	92
PA2429	92	147	33	40	58	51
PA2430	216	251	127	81	129	116
PA2431	398	664	209	260	330	293
PA2432	174	160	58	444	333	299
PA2433	6112	9124	1433	311	181	155
PA2434	429	865	267	79	89	82
PA2435	1055	2018	559	394	550	490
PA2436	501	595	142	708	522	516
PA2437	122	184	27	36	78	67
PA2438	157	222	82	82	112	127
PA2439	327	486	181	118	166	142
PA2440	139	267	81	174	279	211
PA2441	141	382	90	77	154	135
PA2442	743	1631	468	279	484	519
PA2443	1612	2648	586	310	487	621
PA2444	620	1073	509	389	489	663
PA2445	4074	6348	2250	2179	3894	4101
PA2446	449	697	826	233	395	455
PA2447	237	297	134	152	170	151
PA2448	1002	1603	506	305	400	373
PA2449	868	1315	245	982	1760	1759
PA2450	459	504	313	458	732	721
PA2453	123	137	101	1617	1419	1194
PA2454	248	249	111	688	956	886
PA2455	299	242	296	569	755	695
PA2457	186	191	183	332	234	173
PA2458	1036	1453	854	1109	1143	1254
PA2459	449	53	915	212	178	134
PA2460	191	108	111	206	100	101
PA2461	180	39	487	99	34	44
PA2462	2789	3390	2520	6316	8025	7110
PA2463	118	154	43	624	830	748
PA2464	764	911	460	647	1006	968
PA2465	78	97	17	32	33	25
PA2466	721	651	300	249	231	248
PA2467	942	964	81	117	199	144
PA2468	1258	1223	523	151	202	235
PA2469	512	721	227	420	527	444
PA2470	126	230	69	90	95	86
PA2471	175	278	97	156	177	136
PA2472	60	104	47	41	49	64
PA2473	19	31	6	13	24	27
PA2474	136	140	47	39	45	38
PA2475	943	1181	525	157	202	199
PA2476	1000	1347	428	465	502	539
PA2477	257	488	185	63	111	121
PA2478	640	1250	291	133	206	245
PA2479	278	483	127	273	259	194
PA2480	799	1316	341	561	759	541
PA2481	952	1365	369	1449	2061	1159
PA2482	1390	1525	906	1751	1483	1053
PA2483	3953	6194	1498	1994	2283	2077
PA2484	1002	1624	497	952	1136	949
PA2485	338	682	219	116	76	75
PA2486	364	1044	203	223	77	42
PA2487	116	243	103	63	75	71
PA2488	323	557	224	197	248	241
PA2489	401	620	197	309	333	315
PA2490	128	170	69	143	160	121
PA2491	4563	7505	2642	2586	3276	3159
PA2492	1662	2325	833	1924	1895	1651
PA2493	165	204	84	160	157	109
PA2494	291	443	147	288	385	333
PA2495	89	158	52	84	173	140
PA2496	152	128	60	174	282	261
PA2497	153	417	174	199	222	223
PA2498	26	67	8	41	48	60
PA2499	25	46	14	29	42	36
PA2500	462	615	221	2597	2320	1319
PA2501	58	60	72	680	386	388
PA2502	248	338	75	344	601	730
PA2503	459	514	188	816	1387	1216
PA2504	1999	2627	384	362	321	323
PA2505	123	223	75	165	125	126
PA2506	590	1288	591	9	14	10
PA2507	5514	17713	3932	39	84	54
PA2508	2091	6943	3817	24	29	26
PA2509	1971	8829	2615	41	50	64
PA2510	508	816	186	455	483	473
PA2511	4231	7400	1931	257	236	259
PA2512	10533	41054	10711	103	123	155
PA2513	5725	22368	3291	67	64	71
PA2514	6403	20512	3609	74	77	82
PA2515	1934	7156	1208	20	32	25
PA2516	562	1900	456	29	30	48
PA2517	272	602	330	2	3	13
PA2518	843	1275	267	38	49	28
PA2519	3107	6397	1559	248	201	184
PA2520	386	667	187	434	390	343
PA2521	47	99	27	63	64	68
PA2522	41	40	26	41	53	44
PA2523	186	243	67	127	93	102
PA2524	466	773	247	398	518	549
PA2525	565	596	231	909	1255	1007
PA2526	699	959	376	1210	1339	1315
PA2527	770	1291	386	1280	1607	1387
PA2528	505	771	305	705	945	859
PA2529	905	1148	432	1112	1382	1339
PA2530	665	1046	299	960	1448	1399
PA2531	1336	788	254	158	310	250
PA2532	2975	5055	1705	1659	2517	2727
PA2533	1768	1330	792	1563	1738	2321
PA2534	133	243	118	249	301	299
PA2535	273	397	110	462	601	525
PA2536	442	436	262	1390	2016	1449
PA2537	256	235	66	726	702	587
PA2538	53	51	17	98	236	195
PA2539	121	140	54	578	844	741
PA2540	567	504	173	1635	2562	2128
PA2541	430	547	203	740	980	906
PA2542	526	790	263	1733	1959	1965
PA2543	548	699	245	1271	1697	1668
PA2544	2545	3333	790	641	575	558
PA2545	1303	1473	867	2316	2206	2090
PA2546	242	340	191	412	406	286
PA2547	229	281	54	232	263	250
PA2548	122	153	60	164	217	174
PA2549	895	1096	342	842	665	682
PA2550	496	1042	251	440	416	323
PA2551	977	1630	485	1209	808	776
PA2552	5086	7886	1887	509	588	660
PA2553	3244	6226	1908	324	327	403
PA2554	3308	5508	1679	295	234	251
PA2555	7801	11548	3501	998	732	1000
PA2556	785	1084	439	456	511	510
PA2557	1574	2879	768	494	423	599
PA2558	346	542	195	450	550	474
PA2559	1918	3159	1819	1923	1976	1785
PA2559a	752	1046	361	626	773	579
PA2560	918	904	525	714	602	505
PA2561	434	959	284	330	491	419
PA2562	3448	6599	3675	1103	1183	1237
PA2563	899	1513	409	384	523	416
PA2564	1572	2738	805	127	124	139
PA2565	323	783	242	28	57	23
PA2566	2806	4730	1870	105	137	139
PA2567	569	797	409	4932	2791	1272
PA2568	1641	3052	749	754	908	642
PA2569	374	862	313	361	279	240
PA2570	1310	1604	1533	19	27	21
PA2570.1	424	388	360	645	477	391
PA2571	2341	3104	1605	370	409	382
PA2572	1870	3015	774	373	225	183
PA2573	4056	5105	1503	694	676	584
PA2574	619	710	501	366	254	187
PA2575	527	848	442	3522	1778	1479
PA2576	194	324	105	675	521	408
PA2577	125	164	85	726	329	223
PA2578	109	187	89	348	344	244
PA2579	1036	970	495	1878	2445	2737
PA2580	376	489	298	266	270	227
PA2581	612	565	306	1893	2009	1943
PA2581.1	48	36	68	33	45	24
PA2582	6302	6440	2454	3948	4943	5497
PA2583	2591	3715	1832	2476	2579	2035
PA2583.1	26	16	54	19	18	16
PA2584	784	1453	782	1426	1607	1301
PA2585	1673	2625	1020	2514	3024	2599
PA2586	5936	8150	4385	2799	3087	2693
PA2587	2622	5483	2826	2882	3213	3331
PA2588	1623	2503	1484	701	622	654
PA2589	444	726	179	206	127	176
PA2590	126	290	85	178	194	239
PA2591	2246	2383	1907	934	801	715
PA2592	5710	5425	2248	1001	1073	1074
PA2593	325	308	114	140	134	110
PA2594	522	608	175	502	460	406
PA2595	245	320	101	346	432	372
PA2596	100	124	25	149	199	194
PA2597	76	137	31	98	154	157
PA2598	81	101	43	256	251	192
PA2599	162	257	68	264	266	267
PA2600	144	201	53	355	495	363
PA2601	472	591	310	403	557	521
PA2602	88	122	62	120	111	93
PA2603	436	562	170	642	1065	951
PA2603.1	26	20	38	12	25	17
PA2604	15386	22299	6303	8385	4740	4604
PA2605	500	734	1174	273	418	248
PA2606	265	463	67	173	368	200
PA2607	203	357	100	251	233	200
PA2608	281	378	187	230	284	258
PA2609	891	1480	551	851	913	764
PA2610	622	803	283	496	789	525
PA2611	949	1796	576	2484	3733	3419
PA2612	2036	2892	936	7257	9564	7719
PA2613	1268	1695	558	3269	4298	3641
PA2614	1080	1257	443	2585	2957	2225
PA2615	4802	6771	2873	11903	15168	12121
PA2616	2066	2444	1056	6512	6683	6925
PA2617	391	528	270	613	822	700
PA2618	762	1237	417	588	475	428
PA2619	1004	738	598	3157	1261	931
PA2620	14063	19344	7229	8452	10726	11324
PA2621	3163	1962	2416	1280	910	931
PA2622	5836	5170	3210	2730	1527	1129
PA2623	28887	33735	12619	45830	42281	48152
PA2624	4271	7176	2547	26890	29380	28900
PA2625	380	502	164	524	712	573
PA2626	2886	3577	1645	4781	5665	4986
PA2627	564	821	258	1056	1516	1335
PA2628	367	545	173	466	433	351
PA2629	1993	1991	873	3868	5825	5723
PA2630	603	719	218	2738	4764	2924
PA2631	1441	1610	953	1742	2099	1923
PA2632	802	854	252	813	972	547
PA2633	1767	2710	634	1318	1007	640
PA2634	3810	7033	2221	5149	4267	4140
PA2635	386	642	240	254	379	323
PA2636	124	207	199	120	105	116
PA2637	1221	1541	973	1451	1426	1244
PA2638	3071	4611	1587	8828	8393	7798
PA2639	5679	7066	2498	17084	19261	15806
PA2640	812	1330	359	1774	3008	2564
PA2641	2501	5015	1193	6609	10738	9186
PA2642	5701	8765	2344	13967	24417	21681
PA2643	1826	2638	781	4376	5518	4415
PA2644	871	1526	469	3256	3963	3212
PA2645	477	815	490	938	1889	1523
PA2646	364	495	365	618	976	823
PA2647	2890	4810	1738	7068	9849	8046
PA2648	1609	3047	1478	4745	6464	5301
PA2649	2058	4205	1268	6436	7934	6421
PA2650	270	320	85	344	421	378
PA2651	709	1250	537	1532	1574	1411
PA2652	221	331	118	598	1837	1232
PA2653	394	495	161	897	2131	1880
PA2654	998	1164	318	2556	3454	2802
PA2655	150	186	58	137	215	176
PA2656	924	1685	343	687	1065	1037
PA2657	1073	2167	682	886	1265	1384
PA2658	1098	1716	506	691	650	695
PA2659	1711	3464	2235	1172	895	971
PA2660	418	660	174	626	1055	1040
PA2661	532	381	166	446	725	801
PA2662	1089	947	249	621	945	879
PA2663	538	162	38	157	366	323
PA2664	4875	1470	553	500	1951	2085
PA2665	1511	2044	645	1330	1435	1127
PA2666	707	500	391	725	438	325
PA2667	860	931	319	4276	669	421
PA2669	166	220	104	128	116	95
PA2670	147	252	130	181	227	185
PA2671	182	291	71	105	131	104
PA2672	16	37	11	31	52	52
PA2673	27	51	14	17	23	31
PA2674	38	54	8	35	21	15
PA2675	47	75	31	51	34	40
PA2676	79	90	66	66	76	58
PA2677	152	222	124	213	167	175
PA2678	206	157	148	204	104	71
PA2679	575	2751	629	1141	1316	1478
PA2680	100	139	45	83	103	132
PA2681	206	317	118	125	145	167
PA2682	5642	11894	4248	597	665	669
PA2683	1565	2918	816	1358	1504	1327
PA2684	1480	1510	579	5759	9588	9397
PA2685	2592	2307	792	6585	8651	8650
PA2686	982	1206	398	198	230	302
PA2687	1509	1572	445	332	391	390
PA2688	465	506	222	219	300	265
PA2689	240	309	126	100	115	115
PA2690	403	413	289	311	427	397
PA2691	4823	3723	1002	307	430	416
PA2692	862	944	268	1063	1026	796
PA2693	165	223	101	206	281	247
PA2694	176	240	145	97	174	112
PA2695	905	1007	442	608	1043	995
PA2696	192	217	211	125	121	140
PA2697	35	46	33	48	47	49
PA2698	142	194	69	195	216	281
PA2699	370	413	125	114	115	120
PA2700	130	156	58	56	72	57
PA2701	174	324	103	80	93	131
PA2702	458	464	160	343	287	273
PA2703	129	66	42	182	189	137
PA2704	325	584	165	490	482	454
PA2705	810	1129	475	1360	1427	1394
PA2706	442	752	224	682	604	547
PA2707	1425	1887	906	4281	2604	2139
PA2708	466	819	267	329	287	273
PA2709	2359	2714	1087	3656	3159	2716
PA2710	347	660	251	440	414	433
PA2711	339	612	248	283	248	213
PA2712	432	829	180	564	715	510
PA2713	313	416	212	469	435	383
PA2714	110	200	86	413	560	577
PA2715	35	44	24	53	92	112
