Geneid	B1N.sam	B2N.sam	B3N.sam	P1N.sam	P2N.sam	P3N.sam
PA2080	1100	1204	1949	311	188	223
PA2081	1810	954	2230	296	149	186
PA2082	171	140	324	127	78	127
PA2083	113	183	170	158	133	173
PA2084	254	471	474	71	72	87
PA2085	15	24	27	18	18	10
PA2086	14	25	36	22	15	9
PA2087	17	22	16	13	9	4
PA2088	44	143	97	6	47	16
PA2089	273	584	548	122	160	106
PA2090	11	15	22	13	7	9
PA2091	8	26	11	7	9	6
PA2092	11	70	42	11	9	13
PA2093	31	31	33	12	6	5
PA2094	46	149	92	30	17	13
PA2095	92	111	130	21	16	23
PA2096	137	176	254	116	77	108
PA2097	332	288	341	49	26	42
PA2098	31	34	66	6	12	4
PA2099	79	74	135	18	22	28
PA2100	720	367	1054	228	170	208
PA2101	118	55	156	32	19	15
PA2102	130	88	256	25	19	24
PA2103	348	237	566	88	67	75
PA2104	246	158	461	104	71	55
PA2105	232	175	313	102	94	92
PA2106	292	314	523	131	114	101
PA2107	58	135	189	9	18	7
PA2108	243	577	728	58	61	80
PA2109	157	454	289	19	30	18
PA2110	247	486	407	32	32	13
PA2111	774	894	855	64	74	35
PA2112	847	766	1120	54	64	23
PA2113	2322	1657	1920	133	101	72
PA2114	5018	4488	3879	321	336	246
PA2115	192	163	238	109	85	62
PA2116	653	932	603	206	196	183
PA2117	511	647	529	123	181	150
PA2118	159	255	261	93	75	78
PA2118a	526	484	1095	65	55	46
PA2119	998	1560	1696	1647	1961	1605
PA2120	172	333	256	41	54	33
PA2121	412	522	617	69	83	87
PA2122	270	550	487	50	77	32
PA2123	269	448	487	67	94	83
PA2124	45	111	84	16	26	31
PA2125	38	84	91	44	76	39
PA2126	55	65	75	129	186	178
PA2127	277	298	467	806	775	783
PA2128	115	109	153	78	51	61
PA2129	4	12	12	9	13	6
PA2130	96	177	156	93	73	72
PA2131	23	56	43	15	13	8
PA2132	14	21	18	2	8	4
PA2133	13	39	24	10	13	14
PA2134	1009	2174	4105	10	12	12
PA2135	110	509	620	15	6	3
PA2136	59	347	246	26	24	27
PA2137	202	64	91	16	12	5
PA2138	537	326	340	60	48	49
PA2140	50	227	285	4	1	2
PA2141	52	267	295	1	1	5
PA2142	239	914	879	13	11	13
PA2142a	103	299	231	0	1	6
PA2143	840	1410	2269	29	23	12
PA2144	1720	4237	5330	172	143	116
PA2145	114	309	406	3	7	2
PA2146	15271	8123	37161	4	17	20
PA2147	1656	2397	3417	64	72	95
PA2148	179	739	732	14	9	1
PA2149	24	42	74	0	0	0
PA2150	193	365	683	4	7	5
PA2151	1027	2946	3481	45	89	66
PA2152	1212	2017	4091	94	89	84
PA2153	684	1592	2869	31	24	31
PA2154	127	610	533	6	4	4
PA2155	155	814	707	10	7	20
PA2156	50	186	289	1	3	3
PA2157	152	1055	759	28	17	26
PA2158	490	2439	2053	24	45	22
PA2159	941	2476	3135	23	17	16
PA2160	1244	4483	4343	32	41	42
PA2161	31	116	157	3	2	1
PA2162	576	2809	2448	35	44	9
PA2163	394	2289	1783	20	19	12
PA2164	699	2407	2348	40	39	37
PA2165	1255	2516	3678	53	55	45
PA2166	1481	529	710	40	27	40
PA2167	337	1245	1601	50	50	31
PA2168	196	291	583	7	7	6
PA2169	521	903	2237	2	7	0
PA2170	50	254	254	0	0	0
PA2171	1772	2303	6604	15	20	24
PA2172	840	1920	4260	25	40	25
PA2173	425	921	1796	11	15	16
PA2173a	290	656	808	0	11	9
PA2174	4604	1262	4745	7	5	5
PA2175	159	545	490	29	42	23
PA2176	250	1085	810	40	65	26
PA2177	848	1460	1908	74	90	80
PA2178	193	418	525	10	4	4
PA2179	282	982	967	37	28	19
PA2180	410	1206	1195	15	20	11
PA2181	266	1389	805	21	21	17
PA2182	152	209	313	4	5	6
PA2183	102	323	382	9	8	6
PA2184	1017	944	3924	14	6	12
PA2185	445	1136	1525	14	25	32
PA2187	165	456	297	11	4	2
PA2188	151	402	528	23	18	5
PA2189	104	143	244	25	12	33
PA2190	2826	5809	10368	22	23	23
PA2191	161	476	430	95	110	84
PA2192	201	593	844	18	6	14
PA2193	247	419	324	33	36	49
PA2194	460	555	557	104	116	134
PA2195	621	684	919	69	116	113
PA2196	336	239	476	148	120	155
PA2197	279	441	370	439	427	590
PA2198	98	47	137	87	76	93
PA2199	805	720	1188	636	621	834
PA2200	186	370	296	252	331	314
PA2201	119	156	180	123	148	111
PA2202	46	39	55	68	71	76
PA2203	12	10	19	64	44	81
PA2204	179	136	209	949	469	1193
PA2205	72	119	121	43	69	84
PA2206	284	327	438	128	80	71
PA2207	51	44	74	9	13	16
PA2208	8	7	23	1	4	2
PA2209	25	63	44	18	11	14
PA2210	104	176	126	26	48	29
PA2211	48	73	79	10	15	16
PA2212	101	159	186	22	37	20
PA2213	31	57	63	5	15	14
PA2214	50	35	42	5	4	3
PA2215	57	57	73	27	25	19
PA2216	30	29	65	9	14	25
PA2217	37	76	72	24	26	15
PA2218	165	166	238	65	46	56
PA2219	89	146	118	31	24	34
PA2220	281	282	395	237	202	266
PA2221	335	163	390	35	36	34
PA2222	62	12	51	32	3	4
PA2223	75	39	61	37	17	10
PA2224	40	21	30	3	0	0
PA2225	48	29	65	12	3	6
PA2226	87	27	111	8	1	0
PA2227	74	31	100	23	3	2
PA2228	83	48	76	36	4	6
PA2229	142	608	246	333	539	415
PA2230	121	192	146	132	229	172
PA2231	1301	829	1624	392	303	283
PA2232	1006	1176	1699	524	557	467
PA2233	476	554	820	183	207	209
PA2234	514	394	821	229	195	270
PA2235	1274	1244	2125	735	835	891
PA2236	338	825	810	276	397	233
PA2237	529	786	992	315	405	300
PA2238	256	934	797	283	378	287
PA2239	244	445	552	160	174	139
PA2240	196	753	658	140	263	145
PA2241	82	357	307	71	106	55
PA2242	380	559	880	235	213	215
PA2243	72	166	155	44	63	56
PA2244	229	740	706	105	92	160
PA2246	297	231	396	116	111	131
PA2247	4662	5778	5268	275	277	229
PA2248	2304	2014	3305	121	63	74
PA2249	1982	1904	3565	122	63	80
PA2250	3082	3031	5732	251	167	295
PA2251	361	250	291	195	167	232
PA2252	280	347	321	1218	865	1111
PA2253	332	175	463	312	215	283
PA2254	23	31	58	31	34	20
PA2255	49	71	67	14	15	11
PA2256	38	44	72	30	16	10
PA2257	12	16	14	6	12	7
PA2258	69	139	147	57	63	58
PA2259	2994	3981	4529	1147	1246	1161
PA2260	336	746	621	128	208	186
PA2261	462	783	768	98	192	151
PA2262	409	640	599	77	124	110
PA2263	332	831	496	89	132	104
PA2264	379	365	502	571	620	808
PA2265	609	625	796	923	1106	1119
PA2266	340	996	597	827	1348	1187
PA2267	219	345	502	308	205	243
PA2268	81	275	214	101	108	117
PA2269	60	159	136	139	202	209
PA2270	183	334	265	414	343	413
PA2271	84	175	155	144	128	170
PA2272	374	693	762	363	345	404
PA2273	238	197	495	68	40	51
PA2274	104	134	122	16	23	15
PA2275	189	400	276	59	81	50
PA2276	230	264	292	42	58	68
PA2277	143	444	317	52	69	55
PA2278	105	211	443	99	80	68
PA2279	115	121	310	90	80	75
PA2280	182	416	463	172	187	217
PA2281	333	505	614	353	388	342
PA2282	64	74	74	18	57	18
PA2283	67	50	89	56	121	36
PA2284	83	86	138	31	81	41
PA2285	64	59	71	71	179	97
PA2286	187	383	261	377	945	569
PA2287	357	607	650	915	1188	864
PA2288	342	567	582	633	847	626
PA2289	468	563	857	611	636	618
PA2290	2724	3419	5001	1829	2152	2111
PA2291	1583	1146	2770	658	521	680
PA2292	25	25	48	29	23	24
PA2293	5	28	11	11	25	8
PA2294	30	32	40	34	42	35
PA2295	4	8	19	7	17	5
PA2296	84	105	129	70	62	52
PA2297	40	25	30	49	34	53
PA2298	236	173	318	196	216	235
PA2299	154	116	152	94	142	104
PA2300	2840	3876	9096	108	45	128
PA2301	288	705	690	91	67	84
PA2302	2171	5891	6501	162	135	207
PA2303	723	893	1099	31	15	59
PA2304	573	758	1151	51	33	47
PA2305	2031	4517	4339	253	206	261
PA2306	736	486	1009	161	94	161
PA2307	28	47	77	25	16	25
PA2308	23	43	39	4	18	8
PA2309	36	86	104	15	35	25
PA2310	32	45	59	20	25	17
PA2311	32	45	36	24	36	10
PA2312	37	54	59	35	54	43
PA2312a	151	29	235	26	11	28
PA2314	17	55	32	12	14	9
PA2315	16	70	42	11	21	10
PA2316	178	289	340	74	89	81
PA2317	345	711	491	43	106	68
PA2318	718	750	1105	88	71	88
PA2319	354	365	685	661	699	610
PA2320	238	399	480	704	555	527
PA2321	388	391	513	3600	2196	2512
PA2322	267	256	398	1909	1132	1381
PA2323	566	521	595	3279	2471	2611
PA2324	20	38	52	22	48	25
PA2325	21	41	46	25	34	20
PA2326	66	79	86	28	39	35
PA2327	247	300	395	63	82	71
PA2328	300	278	361	67	139	88
PA2329	155	250	281	44	50	42
PA2330	342	276	519	64	64	119
PA2331	870	914	1082	124	222	275
PA2332	153	258	331	165	194	250
PA2333	64	62	113	91	110	115
PA2334	28	62	46	42	19	30
PA2335	42	89	45	23	19	31
PA2336	15	68	44	14	27	20
PA2337	364	501	534	137	119	150
PA2338	257	532	452	27	32	23
PA2339	114	187	182	27	31	29
PA2340	92	73	131	16	17	8
PA2341	101	158	193	16	11	20
PA2342	99	203	148	23	33	27
PA2343	13	53	48	3	9	0
PA2344	111	276	288	64	46	50
PA2345	505	606	957	83	111	105
PA2346	59	84	87	35	50	38
PA2347	33	40	37	14	14	30
PA2348	33	56	49	27	28	22
PA2349	44	24	58	23	27	20
PA2350	14	44	62	18	15	19
PA2351	32	54	55	9	12	14
PA2352	87	126	110	285	198	232
PA2353	308	268	385	164	155	178
PA2354	29	37	64	14	21	25
PA2355	42	162	49	35	35	28
PA2356	14	19	23	21	20	9
PA2357	8	1	17	21	30	10
PA2358	21	31	36	109	137	50
PA2359	66	83	153	121	115	129
PA2360	248	258	455	32	13	32
PA2361	419	365	599	55	56	70
PA2362	46	74	77	10	12	8
PA2363	689	941	1034	61	105	61
PA2364	307	415	409	36	37	43
PA2365	2054	358	1167	39	30	15
PA2366	3617	735	2155	48	64	48
PA2367	773	299	547	25	16	33
PA2368	41	57	100	0	2	0
PA2369	561	396	669	17	29	13
PA2370	135	168	216	4	3	8
PA2371	719	676	1165	50	43	39
PA2373	969	985	1671	78	63	112
PA2374	114	277	238	11	9	12
PA2375	313	778	611	6	15	10
PA2376	506	611	646	126	160	90
PA2377	141	233	228	120	99	118
PA2378	1498	2833	3272	1930	2065	1784
PA2379	541	355	826	461	275	314
PA2380	558	399	838	47	56	50
PA2381	4460	4725	5346	175	158	222
PA2382	802	1336	1015	57	121	109
PA2383	208	476	331	90	91	83
PA2384	614	958	777	16	3	29
PA2385	1768	939	1072	21	35	27
PA2386	8875	2825	4273	69	31	55
PA2387	326	409	480	183	115	167
PA2388	1265	1281	1728	735	481	554
PA2389	974	779	529	228	267	185
PA2390	783	439	669	220	211	189
PA2391	395	279	277	100	116	109
PA2392	2121	827	1002	46	46	52
PA2393	2563	496	1056	14	33	18
PA2394	1921	801	847	26	43	34
PA2395	1219	470	520	20	11	10
PA2396	2121	1109	1577	79	69	86
PA2397	1614	895	1065	103	118	112
PA2398	2922	1228	2410	433	152	290
PA2399	5646	4323	6533	322	293	290
PA2400	3779	2596	4772	237	253	263
PA2402	8750	5822	7175	410	334	391
PA2403	3753	3838	3813	377	83	243
PA2404	1188	1074	1358	125	27	80
PA2405	966	1556	1138	163	30	99
PA2406	472	708	715	66	6	57
PA2407	1347	1370	1667	251	51	161
PA2408	520	854	1189	143	29	60
PA2409	874	696	1056	153	24	92
PA2410	1794	2562	2906	398	80	307
PA2411	4636	5906	5008	19	24	32
PA2412	754	554	605	1	1	0
PA2413	1937	1483	1389	22	17	9
PA2414	355	1159	1064	36	47	36
PA2415	106	379	176	13	26	12
PA2416	237	749	562	61	98	50
PA2417	233	605	542	143	182	136
PA2418	140	94	173	33	25	18
PA2419	112	112	196	46	23	42
PA2420	85	104	107	16	30	28
PA2421	42	82	77	29	54	24
PA2422	62	64	90	37	20	25
PA2423	1474	1005	1757	111	93	104
PA2424	6305	4698	5917	155	138	139
PA2425	927	1403	725	12	12	12
PA2426	1431	1020	1743	9	18	14
PA2427	821	970	594	7	4	6
PA2428	61	48	143	25	19	14
PA2429	60	74	59	8	19	14
PA2430	129	229	267	35	37	29
PA2431	201	436	432	93	79	83
PA2432	120	138	206	137	136	145
PA2433	3432	2800	6277	90	91	83
PA2434	175	514	382	22	46	17
PA2435	411	1456	1242	158	182	133
PA2436	448	210	658	182	89	123
PA2437	33	123	126	8	19	5
PA2438	86	112	172	34	30	20
PA2439	92	368	230	32	38	31
PA2440	96	154	160	77	112	66
PA2441	86	190	240	37	52	31
PA2442	309	977	1020	44	72	59
PA2443	1024	1589	2331	46	61	52
PA2444	563	588	1446	183	132	175
PA2445	3258	3704	6551	238	276	249
PA2446	336	635	800	21	36	43
PA2447	102	246	210	80	78	48
PA2448	708	1072	1285	99	135	102
PA2449	515	717	974	552	605	583
PA2450	279	419	300	286	356	276
PA2453	53	125	61	548	521	592
PA2454	121	117	222	351	319	306
PA2455	118	198	229	173	194	215
PA2457	163	77	141	73	88	63
PA2458	540	693	1164	451	405	419
PA2459	160	170	229	93	32	30
PA2460	127	100	190	82	50	35
PA2461	177	86	207	62	6	6
PA2462	2165	2220	3150	4739	4186	4054
PA2463	50	160	103	941	1136	769
PA2464	393	702	530	315	514	334
PA2465	41	57	53	13	20	16
PA2466	399	444	506	116	99	82
PA2467	349	442	781	113	53	31
PA2468	495	630	784	90	55	68
PA2469	205	560	477	138	204	200
PA2470	68	146	115	36	21	41
PA2471	106	187	189	47	39	48
PA2472	30	54	40	16	18	11
PA2473	14	34	23	6	6	6
PA2474	73	94	85	14	10	9
PA2475	791	884	1283	46	50	59
PA2476	609	932	1169	110	115	130
PA2477	217	314	438	34	43	32
PA2478	397	802	1117	68	76	51
PA2479	155	286	452	109	108	77
PA2480	388	881	1035	267	397	163
PA2481	495	1141	917	608	1200	530
PA2482	584	1188	1330	729	1002	455
PA2483	2500	3051	4424	986	859	1024
PA2484	684	814	1421	413	256	324
PA2485	264	202	572	32	23	19
PA2486	225	190	489	75	24	43
PA2487	80	87	137	27	46	22
PA2488	61	396	127	97	154	123
PA2489	189	446	335	105	122	96
PA2490	77	79	124	35	45	39
PA2491	2963	4805	5476	1075	1171	1247
PA2492	1053	1409	1546	781	801	792
PA2493	91	135	131	69	68	53
PA2494	258	231	367	110	112	87
PA2495	38	108	102	56	67	58
PA2496	75	87	122	59	100	98
PA2497	72	232	175	75	64	66
PA2498	34	47	81	33	16	22
PA2499	8	34	24	17	17	15
PA2500	153	312	272	354	547	383
PA2501	134	49	186	96	57	68
PA2502	222	159	293	201	195	224
PA2503	323	319	383	558	614	458
PA2504	1181	1224	1802	110	144	113
PA2505	83	104	186	46	45	53
PA2506	565	988	1433	8	6	9
PA2507	4326	10446	13859	25	51	33
PA2508	2004	3468	5726	11	12	14
PA2509	1368	3744	5494	37	52	28
PA2510	243	581	545	128	163	170
PA2511	3071	5243	5523	89	84	95
PA2512	17520	19894	38182	66	59	92
PA2513	4980	8135	10810	31	24	37
PA2514	7265	11299	17246	38	30	36
PA2515	1746	5196	6130	7	10	21
PA2516	656	1623	1706	12	10	7
PA2517	361	589	700	2	2	0
PA2518	1492	1183	1602	14	9	10
PA2519	2499	5395	4337	83	83	59
PA2520	211	420	287	97	147	106
PA2521	32	52	40	19	19	17
PA2522	34	20	37	15	17	17
PA2523	173	104	467	112	36	69
PA2524	258	502	624	316	327	279
PA2525	276	349	438	374	419	286
PA2526	505	550	661	547	524	428
PA2527	564	745	944	550	594	447
PA2528	335	404	625	291	363	274
PA2529	572	642	997	453	439	567
PA2530	359	589	666	426	439	540
PA2531	423	461	537	64	98	43
PA2532	2127	3708	3898	704	720	765
PA2533	857	963	1168	458	480	478
PA2534	78	163	161	93	146	107
PA2535	190	171	253	289	275	197
PA2536	304	261	386	1001	1006	813
PA2537	191	132	172	404	434	416
PA2538	28	50	43	131	177	89
PA2539	103	74	95	479	530	374
PA2540	456	385	444	1234	1669	1236
PA2541	402	422	537	470	572	486
PA2542	386	485	657	991	948	848
PA2543	233	659	431	730	680	590
PA2544	1828	1960	2873	197	182	212
PA2545	949	959	1149	975	813	983
PA2546	169	219	291	143	166	127
PA2547	167	177	223	84	122	106
PA2548	84	118	111	62	70	52
PA2549	719	452	931	443	310	263
PA2550	313	489	657	107	613	85
PA2551	924	665	1147	354	322	248
PA2552	4019	4379	6453	200	163	186
PA2553	2747	4057	4702	97	99	115
PA2554	2518	4110	4297	101	90	51
PA2555	4433	11184	7625	255	337	209
PA2556	439	730	751	161	225	199
PA2557	1506	1675	2819	141	126	108
PA2558	293	230	380	233	158	249
PA2559	1156	2242	2089	722	836	716
PA2559a	403	394	722	383	443	314
PA2560	1210	622	912	364	334	283
PA2561	306	395	666	144	219	142
PA2562	4286	7226	11171	553	964	706
PA2563	642	819	1011	158	191	132
PA2564	1233	1873	1960	52	59	63
PA2565	279	483	514	7	6	17
PA2566	3190	3159	4886	44	53	48
PA2567	360	421	707	719	660	524
PA2568	887	2102	1330	278	304	236
PA2569	275	468	580	103	131	95
PA2570	1515	1947	2583	8	14	3
PA2570.1	371	318	346	288	293	194
PA2571	1349	2420	2330	132	129	121
PA2572	1577	1144	2511	73	93	89
PA2573	3427	2462	5566	260	254	218
PA2574	372	554	468	103	103	92
PA2575	556	636	1081	1422	841	1029
PA2576	113	220	195	173	163	172
PA2577	160	106	188	220	88	131
PA2578	73	160	104	126	154	124
PA2579	900	740	901	811	695	854
PA2580	348	330	552	118	86	89
PA2581	672	306	517	916	1057	883
PA2581.1	37	58	37	14	61	27
PA2582	5911	4065	9182	1804	1833	1954
PA2583	1693	2740	2529	704	1008	619
PA2583.1	15	29	31	8	5	17
PA2584	540	906	834	998	908	731
PA2585	1309	1349	2931	1330	1218	1128
PA2586	4163	4699	6528	1441	1441	1134
PA2587	2433	2771	4583	429	293	453
PA2588	1632	1406	2565	83	66	72
PA2589	329	275	495	33	11	23
PA2590	99	176	196	49	51	64
PA2591	2049	1832	2866	61	62	81
PA2592	4874	2166	5665	167	112	155
PA2593	124	90	170	17	10	16
PA2594	237	280	365	147	104	121
PA2595	129	167	172	111	155	100
PA2596	35	69	61	66	44	53
PA2597	66	102	103	54	58	80
PA2598	61	65	69	93	95	110
PA2599	122	190	160	90	110	107
PA2600	50	129	85	110	143	134
PA2601	243	472	430	186	242	213
PA2602	67	65	101	40	46	50
PA2603	253	366	353	365	546	400
PA2603.1	19	19	15	12	16	8
PA2604	12631	7209	16730	2705	1600	2075
PA2605	192	1098	297	136	301	156
PA2606	159	296	411	126	118	112
PA2607	79	215	240	82	123	109
PA2608	316	207	454	119	121	136
PA2609	825	693	1562	377	348	355
PA2610	398	617	722	286	309	272
PA2611	602	1354	1411	1447	1827	1499
PA2612	1660	1627	2745	4128	3977	3636
PA2613	1041	1034	1751	1755	1987	1717
PA2614	864	908	1247	1259	1363	1142
PA2615	3612	4432	5935	6359	7959	6154
PA2616	2822	1495	3577	3265	2243	3089
PA2617	282	374	497	342	359	389
PA2618	883	457	1069	291	209	206
PA2619	1690	495	1674	1614	384	714
PA2620	15859	9085	28115	3434	2814	3653
PA2621	5141	1480	7591	416	264	356
PA2622	8155	3687	10673	637	457	544
PA2623	29883	17128	41698	22348	14531	25569
PA2624	5838	2023	8115	13916	8945	11877
PA2625	234	390	391	218	292	231
PA2626	1888	2945	2759	2807	2822	3009
PA2627	381	467	738	650	644	658
PA2628	281	308	423	216	200	175
PA2629	2075	799	1692	3024	1927	2771
PA2630	485	393	504	1153	1475	1371
PA2631	1803	919	2497	775	667	696
PA2632	449	626	675	351	335	274
PA2633	1080	1235	1528	342	352	305
PA2634	3428	1341	7000	2147	986	1753
PA2635	204	487	414	127	138	133
PA2636	130	195	141	48	56	28
PA2637	1786	1169	2392	797	445	523
PA2638	3243	2687	5319	4426	2560	3774
PA2639	5075	3610	6547	7087	6750	7796
PA2640	680	755	1172	920	949	1070
PA2641	2253	2968	4252	3186	3610	3763
PA2642	5790	5705	9112	6655	7775	8727
PA2643	1535	1508	2456	1871	1938	2118
PA2644	741	611	1085	1366	1383	1464
PA2645	434	781	701	545	736	713
PA2646	314	519	430	299	574	375
PA2647	2452	2666	4351	3358	3343	3363
PA2648	1486	1722	2681	2248	2399	2441
PA2649	1597	2175	3228	2829	2426	2618
PA2650	145	157	222	239	170	123
PA2651	717	708	1243	634	613	568
PA2652	161	191	275	403	368	412
PA2653	192	316	302	575	519	571
PA2654	773	731	810	2230	2348	2251
PA2655	91	134	137	119	170	101
PA2656	626	1064	1530	412	416	464
PA2657	851	1762	2664	464	460	460
PA2658	779	1284	2965	285	188	251
PA2659	3020	4859	7561	480	397	562
PA2660	224	387	462	588	589	434
PA2661	323	281	274	304	306	310
PA2662	540	681	441	207	238	292
PA2663	410	160	138	33	76	75
PA2664	3667	1412	946	111	580	509
PA2665	559	1004	980	621	579	647
PA2666	535	215	410	489	240	295
PA2667	723	435	762	1990	239	367
PA2669	97	117	136	52	45	41
PA2670	78	293	128	74	84	87
PA2671	96	178	165	48	54	41
PA2672	25	26	32	13	21	11
PA2673	17	22	41	6	9	10
PA2674	25	13	17	5	11	8
PA2675	45	63	48	6	13	23
PA2676	42	78	56	29	27	25
PA2677	111	102	167	67	65	53
PA2678	130	76	133	37	42	32
PA2679	420	1890	1510	701	743	583
PA2680	52	112	79	42	71	64
PA2681	94	263	197	58	64	55
PA2682	6731	8172	13070	259	282	210
PA2683	1170	2077	2425	771	776	507
PA2684	1037	1369	1129	4464	6587	4201
PA2685	1888	1889	1603	4759	6063	4635
PA2686	740	590	1082	125	137	60
PA2687	674	1167	697	194	235	218
PA2688	218	417	275	132	122	94
PA2689	139	167	230	56	58	36
PA2690	239	260	401	343	367	338
PA2691	2141	1207	2283	147	163	194
PA2692	558	316	683	465	321	348
PA2693	54	190	131	127	173	109
PA2694	74	370	179	86	140	120
PA2695	523	875	728	333	497	493
PA2696	246	233	556	43	45	63
PA2697	20	74	43	16	39	29
PA2698	132	104	219	61	57	53
PA2699	231	313	327	33	45	44
PA2700	100	100	181	25	19	35
PA2701	114	210	189	37	45	31
PA2702	371	237	403	315	320	126
PA2703	174	37	116	129	140	96
PA2704	251	315	424	189	143	119
PA2705	722	588	1360	266	282	285
PA2706	407	327	674	153	127	114
PA2707	1399	858	2112	666	467	530
PA2708	406	370	992	128	93	89
PA2709	2245	1342	3391	1468	1031	1328
PA2710	290	450	552	181	171	186
PA2711	370	213	569	98	53	53
PA2712	192	524	370	292	272	194
PA2713	289	331	404	166	143	137
PA2714	106	132	159	285	369	302
PA2715	30	23	51	27	50	35
PA2716	223	570	499	100	224	101
PA2717	861	768	1467	66	88	57
PA2718	399	369	687	86	88	98
PA2719	127	192	227	87	133	77
PA2720	545	409	712	292	246	317
PA2721	560	789	936	41	33	47
PA2722	234	200	320	20	26	9
PA2723	223	198	280	97	84	69
PA2724	39	118	84	60	102	45
PA2725	469	581	707	672	687	523
PA2726	177	182	216	218	239	236
PA2729	214	300	348	384	586	382
PA2730	325	148	343	548	146	180
PA2732	2845	1806	4553	3351	2977	3321
PA2733	685	219	1131	568	370	526
PA2734	1715	1518	2878	1691	1851	2138
PA2735	2670	1570	4873	2460	2000	3045
PA2736	402	421	571	397	345	314
PA2736.1	60	12	59	16	8	12
PA2737	2016	873	2640	1412	918	922
PA2738	3202	2176	4295	1200	1532	1186
PA2739	2578	2514	4804	3463	3945	4577
PA2740	1287	1112	2099	1587	1819	2105
PA2741	18559	12629	40213	51980	31654	43046
PA2742	7816	3222	12831	18800	9905	15573
PA2743	28099	10073	38411	24976	20082	23561
PA2744	8914	3172	9116	5859	5775	6244
PA2744.1	44	39	70	39	44	35
PA2745	171	256	346	422	410	380
PA2746	3354	5197	4096	119	123	130
PA2746a	928	946	1264	235	171	151
PA2747	2969	1339	1878	433	343	427
PA2747a	309	445	614	175	161	117
PA2748	606	463	759	413	339	359
PA2749	190	326	285	336	360	419
PA2750	110	335	272	298	317	203
PA2750a	77	84	121	50	57	65
PA2751	595	661	996	195	213	119
PA2752	66	152	118	41	71	60
PA2753	274	329	385	881	639	621
PA2754	534	494	1056	534	421	480
PA2754a	91	123	137	149	136	142
